L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,ANTA,"ANTA Chicken Tandoori Tikkas - Ready To Cook, 250 g","Chicken tandoori tikka is a popular Indian dish, prepared by marinating boneless chicken pieces in yoghourt, lemon juice, a mixture of edible oils, and a blend of a variety of spices, followed by the chicken being grilled over tandoor or oven; the red chilli and intense oven heat make chicken tandoori tikka aesthetically red and delicious. We strive to provide chicken products of the best quality. In our journey to ensure quality, we promise to fulfil our consumer's needs and guarantee that our ready-to-cook chicken products are as tasty as they can be.",250 g,g,250 g,1,1,160,160,"Skylark foods pvt. Ltd. Plot 507, Food Park, HSIIDC, Rai Industrial Area, Sonipat 130329 .",India,['8906027081126'],['10020064002176'],https://datalabs.siva3.io/image/Eunimart_groceries_40268349_1-anta-chicken-tandoori-tikkas-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268349-2_1-anta-chicken-tandoori-tikkas-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268349-3_1-anta-chicken-tandoori-tikkas-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268349-4_1-anta-chicken-tandoori-tikkas-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40268349-5_1-anta-chicken-tandoori-tikkas-ready-to-cook.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shallow fry for 8-10 mins till core product temperature is 75∞C. Grill for 6-8 mins in oven till the core temperature. of the product is 75∞C.,"['EAN Code: 8906027081126', 'Manufactured Name & Marketed By :Skylark foods pvt. Ltd. Plot 507, Food Park, HSIIDC, Rai Industrial Area, Sonipat 130329 .', 'FSSAI : 10020064002176', 'Country of Origin: India', 'Best before 16-07-2023', '","Skylark foods pvt. Ltd. Plot 507, Food Park, HSIIDC, Rai Industrial Area, Sonipat 130329 .",-,-,-,-,"Chicken Meat, Iodised Salt, Spices and Condiments, Texturizer (INS 451), Refined Vegetable Oil, Sugar, Water.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Aashirvaad,"Aashirvaad Aloo Paratha - Ready To Cook, Frozen, No Added Preservatives, 400 g (4 pcs)","Aashirvaad Ready to Cook Aloo Paratha gives you the chance to enjoy homemade paratha in less than 5 minutes! Aloo Paratha is a unique stuffed Indian bread that has potatoes inside and a one-of-a-kind texture. The Aashirvaad Ready to Cook Aloo Paratha is made using premium quality ingredients like wheat flour, potatoes, and spices. These parathas are very common in India, especially in Punjab. The Aashirvaad Ready to Cook Aloo Paratha is natural and contains no harmful chemicals. The best way to enjoy aloo paratha is with green chutney, pickle or curd. To prepare the Aashirvaad Ready to Cook Aloo Paratha, heat up a flat pan or a griddle and cook the paratha on both sides for 2-3 minutes in total. Explore a range of ready-to-cook parathas, naans and more from Aashirvaad only on Big Basket.",400 g (4 pcs),pcs,400 g (4 pcs),4,1,150,150,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['841905011575'],['10013021000868'],https://datalabs.siva3.io/image/Eunimart_groceries_40282381_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282381-2_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282381-3_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282381-4_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282381-5_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282381-6_1-aashirvaad-aloo-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply heat and serve with curries, sabzi, raita, pickle etc.","[{'EAN Code': '841905011575'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10013021000868'}, {'Manufactured & Marketed By': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071'}]","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,-,-,"Vegetables (Potato (25.2%), Onion And Green Chilli), Wheat Flour (Atta), Water, Refined Corn Oil, Chat Masala (Rock Salt, Black Salt, Dried Mango, Cumin, Pomegranate Seed, Black Pepper, Dried Ginger, Red Chilli, Dried Mint, Nutmeg, Ajowan And Asafoetida), Coriander Leaves (1.2%), Iodized Salt, Dehydrated Potato (0.4%), Sugar, Wheat Gluten And Emulsifier (Mono- And Di-Glycerides Of Fatty Acids.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Aashirvaad,"Aashirvaad Malabar Paratha - Ready To Cook, Frozen, No Added Preservatives, 400 g (5 pcs)","Aashirvaad Ready to Cook Malabar Paratha is the best way to enjoy authentic Kerala Parota at home! The Aashirvaad Ready to Cook Malabar Paratha is made using ingredients like maida flour, vegetable oil, salt, and water. It is 100% natural and requires little effort to make. This is the best way to enjoy homemade Parathas that taste like they were made in Kerala. The Aashirvaad Ready to Cook Malabar Paratha consists of many important nutrients that are required by the body. It contains nutrients like protein, antioxidants, fibre and minerals. Simply heat this Paratha and serve it with chicken curry, egg roast, or stew. Explore a range of ready-to-cook parathas, naans and more from Aashirvaad only on Big Basket.",400 g (5 pcs),pcs,400 g (5 pcs),5,1,150,150,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['40282384'],['10013021000868'],https://datalabs.siva3.io/image/Eunimart_groceries_40282384_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282384-2_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282384-3_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282384-4_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282384-5_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282384-6_1-aashirvaad-malabar-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply heat and serve with curries, sabzi, raita, pickle etc.","[{'EAN Code': '40282384'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10013021000868'}, {'Manufactured & Marketed By': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071'}]","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,-,-,"Refined Wheat Flour (Maida), Milk Solids, Water, Refined Corn Oil, Sugar, Iodized Salt And Baking Powder (Raising Agent [Ins 500(I1)] And Acidulant [Ins 4506)]) Contains Wheat, Milk. May Contains Soy, Nuts.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Aashirvaad,"Aashirvaad Paneer Paratha - Ready To Cook, Frozen, No Added Preservatives, 400 g (4 pcs)","Aashirvaad Ready to Cook Paneer Paratha is the perfect meal for you and your family. Paneer Paratha is a distinct filled Indian bread with cottage cheese within and a distinct texture. Aashirvaad Ready-to-Cook Paneer Paratha is produced with high-quality components such as wheat flour, cottage cheese/paneer, and spices. These parathas are highly popular in India, particularly in Punjab. The Aashirvaad Ready-to-Cook Paneer Paratha is made from natural ingredients and does not include any dangerous chemicals. This paratha tastes great when paired with curry, pickle, or curd. To make the Aashirvaad Ready to Cook Paneer Paratha, heat a flat pan or griddle over medium heat and cook the paratha on both sides for 2-3 minutes total. Serve hot! Explore a range of ready-to-cook parathas, naans and more from Aashirvaad only on Big Basket.",400 g (4 pcs),pcs,400 g (4 pcs),4,1,250,250,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['8901725002404'],['10013021000868'],https://datalabs.siva3.io/image/Eunimart_groceries_40282380_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282380-2_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282380-3_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282380-4_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282380-5_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282380-6_1-aashirvaad-paneer-paratha-ready-to-cook-frozen-no-added-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply heat and serve with curries, sabzi, raita, pickle etc.","[{'EAN Code': '8901725002404'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10013021000868'}, {'Manufactured & Marketed By': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071'}]","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,-,-,"Wheat Flour (Atta), Paneer (25.6%), Water, Vegetables [Onion, Green Chilli And Ginger], Ghee, Mixed Spices, Refined Corn Oil, Sugar, Iodized Salt And Baking Powder (Raising Agent [Ins 500(I1)] And Acidulant [Ins 4506)]) Contains Wheat, Milk. It May Contain Soy, Nuts.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Aashirvaad,"Aashirvaad Tandoori Naan - Ready To Cook, Frozen, No Added Preservatives, 400 g (5 pcs)","Aashirvaad Ready to Cook Tandoori Naan gives your daily curries a festive twist in less than 5 minutes! Using the Aashirvaad Ready to Cook Tandoori Naan is how you can enjoy the taste of this unique Indian bread any time. It contains top-quality ingredients and is made from recipes crafted by ITC Master Chefs. Because of its one-of-a-kind taste and flavour, the Aashirvaad Ready to Cook Tandoori Naan is the best option to have at your festival dinners. You can prepare this quick and requires little to no extra effort. Simply heat up a flat pan or a griddle and heat the frozen paratha on both sides for 2-3 minutes in total. Take it off the heat once both sides are soft and serve it hot with a curry of your choice. Explore a range of ready-to-cook parathas, naans and more from Aashirvaad only on Big Basket.",400 g (5 pcs),pcs,400 g (5 pcs),5,1,150,150,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['8901725002411'],['10013021000868'],https://datalabs.siva3.io/image/Eunimart_groceries_40282382_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282382-2_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282382-3_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282382-4_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282382-5_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282382-6_1-aashirvaad-tandoori-naan-ready-to-cook-frozen-no-added-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply heat and serve with curries, sabzi, raita, pickle etc.","[{'EAN Code': '8901725002411'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10013021000868'}, {'Manufactured & Marketed By': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071'}]","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,-,-,"Refined Wheat Flour (Maida), Water, Milk Solids, Refined Corn Oil, Iodized Salt, Sugar, Yeast And Baking Powder (Raising Agent (Ins 500 (I)] And Acidulant (Ins 450() Contains Wheat, Milk. May Contains Soy, Nut.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul,"Amul 4 Cheese Pizza, 210 g Pouch","Who doesn't love Pizza? Devour this pizza with the perfect proportion of bread, sauce and a blend of 4 cheese. This yummy 4 cheese pizza is ready to eat all you got to do is pop it in the microwave until you see the cheese melt and bubble. It is perfect for a lazy day meal.",210 g Pouch,g,210 g Pouch,1,1,125,125,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",India,['8901262220965'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40105381_3-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-2_3-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-3_3-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-4_3-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-5_3-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-6_1-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-7_1-amul-4-cheese-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40105381-8_1-amul-4-cheese-pizza.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,After taking Amul Frozen Pizza from Deep freezer thaw it for 30 min at room temp then bake it for 10 to 12 Min at 250 degrees in OTG oven (Not in a Microwave oven).,"['EAN Code: 8901262220965', 'Country Of Origin: India', ""Manufactured & Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before 01-06-2023', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,-,"Pizza Base, Amul Cheese (Mozzarella, Gouda, Cheddar And Emmental)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul Happy Treats,"Amul Happy Treats Ready To Cook & Serve - Masala Paneer Nuggets, 300 g","Amul Happy treat frozen snacks made from delicious, tasty and more importantly ö healthy Amul dairy products. Amul frozen snacks have a much higher nutrition value compared to other frozen snacks available in the market which are mainly made from Maida and potatoes. Amul Happy treats contain the goodness of Amul Cheese, Amul Paneer, Amul Masti Dahi etc in this product portfolio. Amul happy treats are ready to cook and fast to serve (within 3 Minutes). Amul Frozen snacks are made in extreme hygiene environments under the FSSAI, BRC and USFDA certified and approved manufacturing plants.",300 g,g,300 g,1,1,175,175,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",India,['40110647'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40110647_3-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110647-2_3-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110647-3_3-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110647-4_3-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110647-5_1-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110647-6_1-amul-happy-treats-ready-to-cook-serve-masala-paneer-nuggets.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40110647', 'Country Of Origin: India', ""Manufactured & Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before 30-08-2023', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,-,"Inner Layer: Paneer, Onion, Potato, Green Chilly, Coriander Leaves, Spices And Condiments And Salt; Outer Layer: Water, Bread Crumbs, Refined Wheat Flour, Corn Flour, Milk Solids, Salt And White Pepper.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul Happy Treats,"Amul Happy Treats Ready to Cook & Serve - Cheese Onion Paratha, 500 g","Amul Happy treat frozen snacks made from delicious, tasty and more importantly ö° healthy Amul dairy products. Amul frozen snacks have a much higher nutrition value compared to other frozen snacks available in the market which are mainly made from Maida and potatoes. Amul Happy treats contain the goodness of Amul Cheese, Amulö°  Paneer, Amul Masti Dahi etc. in his product portfolio. Amul happy treats are ready to cook and fast to serve ( within 3 Minutes). Amul Frozen snacks are made in extreme hygiene environments under the FSSAI, BRC and USFDA certified and approved manufacturing plant.",500 g,g,500 g,1,1,200,200,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",India,['40110646'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40110646_4-amul-happy-treats-ready-to-cook-serve-cheese-onion-paratha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110646-2_4-amul-happy-treats-ready-to-cook-serve-cheese-onion-paratha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110646-3_4-amul-happy-treats-ready-to-cook-serve-cheese-onion-paratha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110646-4_4-amul-happy-treats-ready-to-cook-serve-cheese-onion-paratha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110646-5_4-amul-happy-treats-ready-to-cook-serve-cheese-onion-paratha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40110646', 'Country Of Origin: India', ""Manufactured & Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before 30-08-2023', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,-,"Processed Cheese, Onion, Coriander Leaves, Green Chilly, Salt, Black Pepper; For Dough: Wheat Flour, Water, Refined Wheat Flour, Edible Vegetable Oil And Salt.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul Happy Treats,"Amul Happy Treats Ready to Cook & Serve - Masti Dahi Tikki, 300 g","Amul Happy treat frozen snacks made from delicious, tasty and more importantly ö° healthy Amul dairy products. Amul frozen snacks have a much higher nutrition value compared to other frozen snacks available in the market which are mainly made from Maida and potatoes. Amul Happy treats contain the goodness of Amul Cheese, Amul Paneer, Amul Masti Dahi etc. in his product portfolio. Amul happy treats are ready to cook and fast to serve (within 3 Minutes). Amul Frozen snacks are made in extreme hygiene environments under the FSSAI, BRC and USFDA certified and approved manufacturing plant.",300 g,g,300 g,1,1,145,145,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",India,['8901256217893'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40110650_3-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110650-2_3-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110650-3_3-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110650-4_3-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110650-5_1-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110650-6_1-amul-happy-treats-ready-to-cook-serve-masti-dahi-tikki.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901256217893', 'Country Of Origin: India', ""Manufacturer Name &  : Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before 30-08-2023', '",-,-,-,-,-,"Dahi (46.7%), Paneer (22.6%) [Milk Solids And Citric Acid E330)], Breadcrumb (14%) [Wheat Flour, Dextrose, Salt, Spices & Condiments (Chili Extract, Turmeric Extract), Preservative (E282), Yeast, Acidity Regulator (E260)], Water, Palm Oil, Onion, Refine Wheat Flour, Corn Flour, Milk Solids, Wheat Fiber, Coriander Leaves, Green Chilly, Common Salt, And White Pepper Powder.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul Happy Treats,"Amul Happy Treats Veg Burger Patty, 360 g","Amul Happy Treats Burger Patty is a delicious vegetarian snack that can be enjoyed at home as a burger or can be customized to create a unique snack of your choice. It is made using vegetables like potatoes, sweet corn, peas, carrots, and coated with bread crumbs. It is an ideal partner of Amul Cheese Slice while making a fast-food style veggie burger at home.",360 g,g,360 g,1,1,105,105,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",India,['40119529'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40119529_2-amul-happy-treats-veg-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119529-2_4-amul-happy-treats-veg-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119529-3_4-amul-happy-treats-veg-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119529-4_4-amul-happy-treats-veg-burger-patty.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119529-5_4-amul-happy-treats-veg-burger-patty.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to deep fry, shallow fry, or bake.","['EAN Code: 40119529', 'Country Of Origin: India', ""Manufactured & Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before __PSL__days from the date of delivery', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,-,"Potato, Vegetable, Bread Crumb, Regulator, Vegetable Oil, Batter, Salt, Red Chilli Flakes, White Onion, Garlic Powder",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Amul Happy Treats,"Amul Happy Treats Veggie Stix, 425 g","Amul Happy Treats Veggie Stix is a delicious, crisp and golden brown snack, which is a favourite amongst kids, making it an ideal quick snacking option for children. It is also the best way to delight the unannounced guest as these delicious Veggie Stix can be prepared in just 3 minutes.",425 g,g,425 g,1,1,125,125,"Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,['40119530'],[10014021001010],https://datalabs.siva3.io/image/Eunimart_groceries_40119530_1-amul-happy-treats-veggie-stix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119530-2_1-amul-happy-treats-veggie-stix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119530-3_1-amul-happy-treats-veggie-stix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119530-4_1-amul-happy-treats-veggie-stix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to deep fry, shallow fry, or bake.","['EAN Code: 40119530', ""Manufacturer Name &  : Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best before __PSL__days from the date of delivery', '",-,-,-,-,-,"Potatoes (53%), Vegetables (18%) [Peas, Carrot, Sweet corn], Bread Crumbs [Wheat flour, Yeast, Salt, Sugar, Preservative (E-282), Acidity Regulator (E260)], Edible Vegetable Oil (Refined Palmolein Oil), Batter [Wheat Flour, Starch, Maize Flour, Salt, Stabilizer (E-466)], Rice Flakes, Corn Flour, Iodized Salt, Red Chilli Flakes, Dehydrated White Onion Powder, Dehydrated Garlic Powder, Parsley Leaves",-,-,-
