L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredient,Specification,About
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener Gel - Lemon, 75 g","We know that your car means a lot to you and it's more than just a vehicle, it is also a friend and companion! Ambi Pur‚s Car fragrances will make you love driving in your car even more! Ambi Pur Car Fresheners are designed to give you a soothing drive experience even on bumpy Indian Roads. The Gel based Car fresheners can be conveniently placed on your dashboard or cupholder. No more worries about liquid freshener spill in the car! Our olfactory senses when exposed to soothing fragrances can have a relaxing and calming effect. so, all you need is to breathe... breathe happy with Ambi Pur!",75 g,g,75 g,1,1,299,275.08,"Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.",India,['40207927'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40207927_2-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-2_2-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-3_2-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-4_2-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-5_1-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-6_1-ambi-pur-car-freshener-gel-lemon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207927-7_1-ambi-pur-car-freshener-gel-lemon.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid and peel off the aluminium foil to release the fragrance.
Stick to the surface, peel of adhesive backing, place and press.
Note: Keep away from children.","['EAN Code: 40207927', 'Country Of Origin: India', 'Manufacturer Name & : Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.', 'Marketed by: Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.', 'Best Before __PSL__ from the date of delivery', '","Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener Gel - Relaxing Lavender, 2 X 75 g Multipack","We know that your car means a lot to you and it's more than just a vehicle, it is also a friend and companion! Ambipur‚s Car fragrances will make you love driving in your car even more! Ambipur Car Fresheners are designed to give you a soothing drive experience even on bumpy Indian roads. The Gel-based Car fresheners can be conveniently placed on your dashboard or cupholder. No more worries about liquid freshener spill in the car! Our olfactory senses when exposed to soothing fragrances can have a relaxing and calming effect. so, all you need is to breathe... breathe happy with Ambipur!",2 X 75 g Multipack,g,2 X 75 g Multipack,1,1,598,412.62,"Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.",India,['1221796'],-,https://datalabs.siva3.io/image/Eunimart_groceries_221796_2-ambipur-car-freshener-gel-relaxing-lavender.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid and peel off the aluminium foil to release the fragrance.
Stick to the surface, peel off adhesive backing, place and press.
Note: Keep away from children.","[{'EAN Code': '1221796'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.'}, {'Marketed by': 'Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.'}]","Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener Gel - Romantic Rose, 2 X 75 g Multipack","We know that your car means a lot to you and it's more than just a vehicle, it is also a friend and companion! Ambipur‚s Car fragrances will make you love driving in your car even more! Ambipur Car Fresheners are designed to give you a soothing drive experience even on bumpy Indian Roads. The Gel based Car fresheners can be conveniently placed on your dashboard or cupholder. No more worries about liquid freshener spill in the car! Our olfactory senses when exposed to soothing fragrances can have a relaxing and calming effect. so, all you need is to breathe... breathe happy with Ambipur!",2 X 75 g Multipack,g,2 X 75 g Multipack,1,1,598,412.62,"Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.",India,['1221797'],-,https://datalabs.siva3.io/image/Eunimart_groceries_221797_2-ambipur-car-freshener-gel-romantic-rose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid and peel off the aluminium foil to release the fragrance.
Stick to the surface, peel of adhesive backing, place and press.
Note: Keep away from children.","[{'EAN Code': '1221797'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.'}, {'Marketed by': 'Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.'}]","Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener Gel - Rose, 75 g","We know that your car means a lot to you and it's more than just a vehicle, it is also a friend and companion! Ambi Pur‚s Car fragrances will make you love driving in your car even more! Ambi Pur Car Fresheners are designed to give you a soothing drive experience even on bumpy Indian Roads. The Gel based Car fresheners can be conveniently placed on your dashboard or cupholder. No more worries about liquid freshener spill in car! Our olfactory senses when exposed to soothing fragrances can have a relaxing and calming effect. so, all you need is to breathe... breathe happy with Ambi Pur!",75 g,g,75 g,1,1,299,275.08,"Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.",India,['40207928'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40207928_2-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-2_2-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-3_2-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-4_1-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-5_1-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-6_1-ambi-pur-car-freshener-gel-rose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207928-7_1-ambi-pur-car-freshener-gel-rose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the lid and peel off the aluminium foil to release the fragrance.
Stick to the surface, peel of adhesive backing, place and press.
Note: Keep away from children.","[{'EAN Code': '40207928'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.'}, {'Marketed by': 'Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.'}]","Procter & Gamble, Procter & Gamble Home Products Privtae Ltd, Plot No.1, Indl Area, Villate Katha, Baddi, Dist Solan, HP-173205.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener Refill - Sweet Citrus & Zest, 7.5 ml Pouch","Give your car a breath of fresh air and be thrilled with the zesty fragrance of Ambi Pur Car Freshener. This car freshener brings a new life to your car. Its unique technology eliminates odours and replaces it with a refreshing scent and appeals to both, men and women.",7.5 ml Pouch,ml,7.5 ml Pouch,1,1,199,199,"Zobele India Pvt. Ltd. Survey No. 182, 183/1, 183/2, Panchal Udyog Nagar, Bhimpore, Daman, 396210.",India,['49024360918572'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019203_3-ambi-pur-car-freshener-refill-sweet-citrus-zest.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019203-2_1-ambi-pur-car-freshener-refill-sweet-citrus-zest.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019203-3_1-ambi-pur-car-freshener-refill-sweet-citrus-zest.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019203-4_1-ambi-pur-car-freshener-refill-sweet-citrus-zest.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019203-5_1-ambi-pur-car-freshener-refill-sweet-citrus-zest.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Remove cap and insert bottle upright into the device until it clicks (Keep embossing on bottle facing front).
Push the device onto one of the blades of the car vent in an Upright Position to avoid Spills.
Do not put in between blades of the vent.
To avoid spills, do not use on tilted blades and never turn upside down.
Control fragrance using the dial.","['EAN Code: 49024360918572', 'Country of origin: India', 'Best before 01-03-2024', '",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Ambipur,"Ambipur Car Freshener- Exotic Jasmine, Starter Kit, 7.5 ml","Introducing Exotic Jasmine, the new fragrance in the Ambi Pur Family of Car Fresheners. Ambi Pur truly removes odours and leaves a refreshing long lasting fragrance inside your car. So simply install and enjoy the refreshing fragrance of Exotic Jasmine for up to 60 days. Now you and your Car can breathe happy",7.5 ml,ml,7.5 ml,1,1,349,349,"Procter & Gamble. Katha, Himachal Pradesh 173205",India,['40095367'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40095367_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095367-2_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095367-3_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095367-4_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095367-5_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095367-6_3-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40095367'}, {'Manufacturer Name & ': 'Procter & Gamble. Katha, Himachal Pradesh 173205'}, {'Marketed by': 'Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of origin': 'India'}]","Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Asian Paints,"Asian Paints EzyCR8 Apcolite Enamel Paint Spray - Black, Fast Drying, Multi-Surface Use On Metal, Wood, Canvas, 400 ml","Asian Paints Apco Apcolite Black is an aerosolized paint that gives a smooth, durable and gloss finish. Add a pop of color to your d‚©cor with this Enamel Spray Paint for metal, canvas, glass, wall, and wood surfaces. The spray paint comes in an aerosol spray paint can packing that makes it extremely convenient to use.",400 ml,ml,400 ml,1,1,330,330,"Asian Paints Limited, Asian Paints Ltd. Asian Paints House. 6 A Shanti Nagar. Vakola. Santacruz East. Mumbai Maharashtra India 400055",India,['8904358501566'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40269340_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-2_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-3_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-4_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-5_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-6_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269340-7_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-black-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Easy to use.
High gloss finish.
Smooth & durable finish","Clean and smoothen the surface to be painted.
Apply 2 to 3 coats in intervals of 2 to 3 mins.
Dry the surface for 48 hours.
For storing after use, invert can, spray 2 times and wipe nozzle.","['EAN Code: 8904358501566', 'Country of origin: India', 'Best Before 01-03-2024', 'Marketed by :Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055', '","Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055",-,-,-,-,-,"Brand: - Asian Paints.
Type: - Car Polish and Cleaners.
Dimensions: - 65x65x210
Weight: - 400ml.
Package Content: - 1 pcs.
Multi Pack (Yes / No): - No.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Asian Paints,"Asian Paints EzyCR8 Apcolite Enamel Paint Spray - White, Fast Drying, Multi-Surface Use On Metal, Wood, Canvas, 200 ml","Asian Paints Apco Apcolite White is an aerosolized paint that gives a smooth, durable and gloss finish. Add a pop of color to your d‚©cor with this Enamel Spray Paint for metal, canvas, glass, wall, and wood surfaces. The spray paint comes in an aerosol spray paint can packing that makes it extremely convenient to use.",200 ml,ml,200 ml,1,1,210,210,"Asian Paints Limited, Asian Paints Ltd. Asian Paints House. 6 A Shanti Nagar. Vakola. Santacruz East. Mumbai Maharashtra India 400055",India,['40269338'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40269338_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-2_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-3_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-4_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-5_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-6_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-7_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Easy to use.
High gloss finish.
Smooth & durable finish","Clean and smoothen the surface to be painted.
Apply 2 to 3 coats in intervals of 2 to 3 mins.
Dry the surface for 48 hours.
For storing after use, invert can, spray 2 times and wipe nozzle.","['EAN Code: 40269338', 'Country of origin: India', 'Best Before 01-03-2024', 'Marketed by :Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055', '","Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055",-,-,-,-,-,"Brand: - Asian Paints.
Type: - Car Polish and Cleaners.
Dimensions: - 52x52x181
Weight: - 200ml.
Package Content: - 1 pcs.
Multi Pack (Yes / No): - No.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Asian Paints,"Asian Paints EzyCR8 Apcolite Enamel Paint Spray - White, Fast Drying, Multi-Surface Use On Metal, Wood, Canvas, 200 ml","Asian Paints Apco Apcolite White is an aerosolized paint that gives a smooth, durable and gloss finish. Add a pop of color to your d‚©cor with this Enamel Spray Paint for metal, canvas, glass, wall, and wood surfaces. The spray paint comes in an aerosol spray paint can packing that makes it extremely convenient to use.",200 ml,ml,200 ml,1,1,210,210,"Asian Paints Limited, Asian Paints Ltd. Asian Paints House. 6 A Shanti Nagar. Vakola. Santacruz East. Mumbai Maharashtra India 400055",India,['40269338'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40269338_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-2_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-3_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-4_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-5_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-6_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269338-7_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Easy to use.
High gloss finish.
Smooth & durable finish","Clean and smoothen the surface to be painted.
Apply 2 to 3 coats in intervals of 2 to 3 mins.
Dry the surface for 48 hours.
For storing after use, invert can, spray 2 times and wipe nozzle.","['EAN Code: 40269338', 'Country of origin: India', 'Best Before 01-03-2024', 'Marketed by :Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055', '","Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055",-,-,-,-,-,"Brand: - Asian Paints.
Type: - Car Polish and Cleaners.
Dimensions: - 52x52x181
Weight: - 200ml.
Package Content: - 1 pcs.
Multi Pack (Yes / No): - No.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Asian Paints,"Asian Paints EzyCR8 Apcolite Enamel Paint Spray - White, Fast Drying, Multi-Surface Use On Metal, Wood, Canvas, 400 ml","Asian Paints Apco Apcolite White is an aerosolized paint that gives a smooth, durable and gloss finish. Add a pop of color to your d‚©cor with this Enamel Spray Paint for metal, canvas, glass, wall, and wood surfaces. The spray paint comes in an aerosol spray paint can packing that makes it extremely convenient to use.",400 ml,ml,400 ml,1,1,300,300,"Asian Paints Limited, Asian Paints Ltd. Asian Paints House. 6 A Shanti Nagar. Vakola. Santacruz East. Mumbai Maharashtra India 400055",India,['40269337'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40269337_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-2_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-3_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-4_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-5_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-6_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40269337-7_1-asian-paints-ezycr8-apcolite-enamel-paint-spray-white-fast-drying-multi-surface-use-on-metal-wood-canvas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Easy to use.
High gloss finish.
Smooth & durable finish","Clean and smoothen the surface to be painted.
Apply 2 to 3 coats in intervals of 2 to 3 mins.
Dry the surface for 48 hours.
For storing after use, invert can, spray 2 times and wipe nozzle.","['EAN Code: 40269337', 'Country of origin: India', 'Best Before 01-03-2024', 'Marketed by :Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055', '","Asian Paints Ltd., 6A, Shanti Nagar, Santacruz East, Mumbai - 400055",-,-,-,-,-,"Brand: - Asian Paints.
Type: - Car Polish and Cleaners.
Dimensions: - 65x65x210
Weight: - 400ml.
Package Content: - 1 pcs.
Multi Pack (Yes / No): - No.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Big D,"Big D Car Air Freshener - Citrus Grove, 130 g Jar",Remove vent cap & foil seal. Replace vent cap. Place in Cup Holder or in location of frequent air movement. Replace when gel is exhausted. Lasts for 4-6 weeks dependent on use. Contains Bitrex to help prevent accidental ingestion.,130 g Jar,g,130 g Jar,1,1,329,329,"Asian Paints Limited, Asian Paints Ltd. Asian Paints House. 6 A Shanti Nagar. Vakola. Santacruz East. Mumbai Maharashtra India 400055",South Korea,['40002478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40002478_2-big-d-car-air-freshener-citrus-grove.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remove vent cap & foil seal. Replace vent cap. Place in Cup Holder or in location of frequent air movement. Replace when gel is exhausted. Lasts for 4-6 weeks dependent on use. Contains Bitrex to help prevent accidental ingestion.,"['EAN Code: 40002478', 'Country of origin: South Korea', '",-,-,-,-,-,-,-,-
