L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,Package Contains,About
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Amul,"Amul Kesar Shrikhand, 500 g Cup","Shrikhand is a semi soft, sweetish sour, whole milk product prepared by lactic fermented curd. The curd (dahi) is partially strained through a cloth to remove the whey and thus produce a solid mass called chakka (the basic ingredient for Shrikhand). This chakka is mixed with needed amount of sugar, and etc., to yield Shrikhand.",500 g Cup,g,500 g Cup,1,1,125,120,"Baroda Dairy, VADODARA - 390 009. Lic. No. - 10012021000407",India,['8901262040020'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4839_2-amul-kesar-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4839-2_2-amul-kesar-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4839-3_2-amul-kesar-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4839-4_2-amul-kesar-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4839-5_2-amul-kesar-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4839-6_2-amul-kesar-shrikhand.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901262040020', 'Manufacturer Name and : Baroda Dairy, VADODARA - 390 009. Lic. No. - 10012021000407', 'Sabar Dairy, Sub Post Boria, HIMATNAGAR - 383 006. Lic. No. - 10012021000207', ""Panchmahal District Co-operative Milk Producers' Union Limited. GODHRA - 389 001. Lic. No. - 10012021000424"", ""Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best Before 01-06-2023', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,"Fresh curd, Cream, Sugar.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Amul,"Amul Mango Shrikhand, 500 g Cup",Amul Mango Srikhand is a semi-soft slightly sour sweetish milk dessert which is prepared with the help of lactic fermented curd. The flavour of the mango adds a refreshing touch and you can enjoy the dessert in its chilled version on a hot summer day. The soft and uniform texture of the mango Srikhand ensures that you have every bit of goodness of the whole milk with each spoonful.,500 g Cup,g,500 g Cup,1,1,110,103,"Baroda Dairy, VADODARA - 390 009. Lic. No. - 10012021000407",India,['104840'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4840_4-amul-mango-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4840-2_2-amul-mango-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4840-3_2-amul-mango-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4840-4_2-amul-mango-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4840-5_2-amul-mango-shrikhand.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4840-6_2-amul-mango-shrikhand.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Amul Mango Srikhand comes in small cups which can be served to guests directly. This dairy product is rich in essential proteins and calcium which help in bone health. This is a wholesome food; it helps to absorb calcium and Vitamin B and gives you fuller feeling.,-,"['EAN Code: 104840', 'Manufacturer Name and : Baroda Dairy, VADODARA - 390 009. Lic. No. - 10012021000407', 'Sabar Dairy, Sub Post Boria, HIMATNAGAR - 383 006. Lic. No. - 10012021000207', ""Panchmahal District Co-operative Milk Producers' Union Limited. GODHRA - 389 001. Lic. No. - 10012021000424"", ""Marketed by: Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010."", 'Best Before 01-06-2023', '","Kaira District Co-operative Milk Producers' Union Limited, Anand 388 001. At Food Complex Mogar, Mogar. Lic. No. - 10014021001010.",-,-,-,"Nutritional Facts
The curd for Srikhand is partially strained with the help of cloth to remove the whey and produce a fine mass known as chakka. The chakka is then mixed with cream, sugar and mango flavour to produce a creamy rich texture which instantly dissolves in the mouth when you have a spoonful. This Srikhand is made under hygienic conditions and Amul never compromises on the quality of ingredients which make it a healthy choice for vegetarians. The milk is fully pasteurized before making the Srikhand, which means that it does not contain any harmful bacteria.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Anand Sweets,"Anand Sweets Royal Gulab Jamun - Sweets, Dessert, Snack, 1 kg","Anand Sweets Royal Gulab Jamun is simply the best choice for every dinner party. Made with sugar and whole milk, this delectable desi sweet is the perfect dessert choice for meals and tastes amazing with vanilla ice cream. This Royal Gulab Jamun Dessert Pack is ideal for parties and family gatherings. Microwave the cup for 10 seconds before you serve to experience the best. Royal Gulab Jamun is often enjoyed as a snack on its own and tastes particularly good with ice cream, halva and more. Check out the extensive range of ultra-tasty and superior quality Anand Sweets only on Big Basket.",1 kg,kg,1 kg,1,1,280,280,"3rd Floor, Sena Pillai complex,BG Raod, opp Hulimauv Gate, Banglore - 560076",India,['8906069723091'],['11215302000304'],https://datalabs.siva3.io/image/Eunimart_groceries_40277728_1-anand-sweets-royal-gulab-jamun-sweets-dessert-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277728-2_1-anand-sweets-royal-gulab-jamun-sweets-dessert-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277728-3_1-anand-sweets-royal-gulab-jamun-sweets-dessert-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40277728-4_1-anand-sweets-royal-gulab-jamun-sweets-dessert-snack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No preservatives
No added artificial colour
Desi goodness","Serve at family functions, use for festivals, or have as a desi dessert.","['EAN Code: 8906069723091', 'FSSAI No: 11215302000304', 'Manufactured & Marketed by: 3rd Floor, Sena Pillai complex,BG Raod, opp Hulimauv Gate, Banglore - 560076', 'Country of origin: India', 'Best before 17-04-2023', '","3rd Floor, Sena Pillai complex,BG Raod, opp Hulimauv Gate, Banglore - 560076",-,-,-,-,"Sugar Syrup, Cottage Cheese (Chhena), Milk Solids (Khoa), Clarified Butter, Refined Wheat Flour And Cardamom Powder.",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,BMS,"BMS Chikki - Nice Peanut, 175 g","Chikki is made with organic products. Chikki is an Indian sweet made with jaggery and peanuts. Peanut chikki is an Indian version of Peanut brittle. It is considered an Indian staple. It is a tasty snack of sugar, jaggery and peanuts. The two main ingredients are crushed peanuts and jaggery.",175 g,g,175 g,1,1,100,100,BMS,India,['40100940'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40100940_2-bms-chikki-nice-peanut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40100940', 'Country of origin: India', '",-,-,-,-,"Peanut, Jaggery, Liq Glucose",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,BMS,"BMS Chikki - Peanut, 100 g",Chikki is made with organic products. Pure Organic Groundnut & Organic Jaggery only. Makes a healthy alternative for unhealthy sugar-loaded chocolates for kids. Some people use it after a long run. Distribute it during the kid's birthday instead of chocolates. It is rich in protein and can help keep the body warm during winters.,100 g,g,100 g,1,1,50,50,BMS,India,['40100941'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40100941_2-bms-chikki-peanut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40100941', 'Country Of Origin: India', '",-,-,-,-,"Peanut, Jaggery, Liq Glucose",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,BMS,"BMS Peanut Nuts & Rolls, 120 g",-,120 g,g,120 g,1,1,70,70,BMS,India,['8908000137097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40100942_2-bms-peanut-nuts-rolls.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908000137097', '",-,-,-,-,"Peanut, Jaggery, Liq Glucose",-,-,-,Chikki made with organic products
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Angoori Petha, 1 kg Tin","A descendant of the Petha family, the Angoori petha is quite high in the popularity charts. Here slaked lime is spread over scooped out round balls of ash gourd that are then boiled in a sugar solution which renders a unique texture and flavour profile unlike anything else. We have now packed the famous Angoori Petha in a tin to increase its shelf life. No preservatives added, it is as fresh, when opened, as it was when packed. So next time you want to travel with something sweet, or gift to a friend or store a pack of sweets box - go for a Tin packed Angoori Petha.",1 kg Tin,kg,1 kg Tin,1,1,500,390,"Sitaram Petha Bhandar : 15/388,shaheed bhagat singh Dwar Noori Gate, Agra District Agra, state-Uttar pradesh.",India,['8906090690133'],['11519005000396'],https://datalabs.siva3.io/image/Eunimart_groceries_40207496_2-bansiwala-angoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207496-2_2-bansiwala-angoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207496-3_1-bansiwala-angoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207496-4_1-bansiwala-angoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207496-5_1-bansiwala-angoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207496-6_1-bansiwala-angoori.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Open box and ready to eat,"['EAN Code: 8906090690133', 'Country Of Origin: India', 'FSSAI Number: 11519005000396', 'Manufacturer Name & : Sitaram Petha Bhandar : 15/388,shaheed bhagat singh Dwar Noori Gate, Agra District Agra, state-Uttar pradesh.', 'Marketed by: Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.', 'Best Before __PSL__ from the date of delivery', '","Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.",-,-,-,"Sugar, Ash Gourd (Pumpkin), Rose Petals, Cashew Nuts.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Mathura Peda, 300 g","What sets this Peda apart is its distinct golden brown caramelized colour that only appears after hours of cooking whole milk over a fire, this process is tedious and requires patience. However, the end result leaves a lasting imprint on your mind with the impeccable taste and texture that is incomparable. In fact, most sweet lovers would unequivocally agree that the Pedas emerging from the cranky sweet shops around the Dwarkadhish temple, simply manifests pure love, devotion and nostalgia.",300 g,g,300 g,1,1,345,345,"Anand foods / 13-14, Neharu Nagar Market Agra -282002.",India,['40207493'],['11519005000396'],https://datalabs.siva3.io/image/Eunimart_groceries_40207493_2-bansiwala-mathura-peda.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207493-2_2-bansiwala-mathura-peda.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207493-3_1-bansiwala-mathura-peda.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207493-4_1-bansiwala-mathura-peda.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207493-5_1-bansiwala-mathura-peda.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40207493', 'Country Of Origin: India', 'FSSAI Number: 11519005000396', 'Manufacturer Name & : Anand foods / 13-14, Neharu Nagar Market Agra -282002.', 'Marketed by: Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.', 'Best Before 6 from the date of delivery', '","Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.",-,-,-,"Khoya, Sugar Milk.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Mysore Pak - Authentic Taste & Flavour, Buttery Texture, 250 g Box","Bansiwala Mysore Pak brings to you the royal sweet of Mysore. The ghee-dipped sweet made of gram flour will instantly melt in your mouth. The sweet taste and buttery texture will make anyone crave more. Perfect for happy occasions to share with your near and dear ones. Don't be surprised if they keep coming back for seconds! The high protein and fibre in gram flour make up for the extra sweetness. After all, every happy occasion deserves a sweet break, right? Explore our range of products like Agra Petha, Milk Cake, Gud gajak and more only on BigBasket.",250 g Box,g,250 g Box,1,1,369,287.82,"Foodiago India Pvt Ltd -Gala No. 25, Mistry Industrial Complex MIDC Cross Roads, Mahakali Caves Road MUMBAI - 40009",India,['8906090690386'],['11519005000396'],https://datalabs.siva3.io/image/Eunimart_groceries_40264276_1-bansiwala-mysore-pak-authentic-taste-flavour-buttery-texture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40264276-2_1-bansiwala-mysore-pak-authentic-taste-flavour-buttery-texture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40264276-3_1-bansiwala-mysore-pak-authentic-taste-flavour-buttery-texture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40264276-4_1-bansiwala-mysore-pak-authentic-taste-flavour-buttery-texture.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40264276-5_1-bansiwala-mysore-pak-authentic-taste-flavour-buttery-texture.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read to eat Indian delicacy.,"['EAN Code: 8906090690386', 'FSSAI No: 11519005000396', 'Manufactured & Marketed by:Foodiago India Pvt Ltd -Gala No. 25, Mistry Industrial Complex MIDC Cross Roads, Mahakali Caves Road MUMBAI - 40009', 'Country of origin: India', 'Best before 13-03-2023', '","Foodiago India Pvt Ltd -Gala No. 25, Mistry Industrial Complex MIDC Cross Roads, Mahakali Caves Road MUMBAI - 40009",-,-,-,-,"Sugar, Gram Flour, Clarified Butter(Ghee), Milk Solids",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Petha Royal Mix, 375 g","Our Royal Mix Petha box is a splendid option for those looking to sample the myriad avatars of the iconic Petha available in Agra. This wide assortment of Petha is perfect for sharing or gifting. Each variety of Petha included have a distinct look, fragrance and unmatched flavour profile. The box comprises the all-time favourites such as the Paan Petha, Angoori Petha, Chocolate Petha and the Classic Petha. Depending on the season the content of the box keeps changing to bring you only the freshest flavours the season has to offer. Occasionally, flavours such as Orange Petha and Mango Petha are inducted into the Royal mix Petha box.",375 g,g,375 g,1,1,289,289,"Sitaram Petha Bhandar : 15/388, shaheed bhagat singh Dwar Noori Gate, Agra District Agra, state-Uttar pradesh.",India,['8906090690249'],['11519005000396'],https://datalabs.siva3.io/image/Eunimart_groceries_40207494_2-bansiwala-petha-royal-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207494-2_2-bansiwala-petha-royal-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207494-3_1-bansiwala-petha-royal-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207494-4_1-bansiwala-petha-royal-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207494-5_1-bansiwala-petha-royal-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906090690249', 'Country Of Origin: India', 'FSSAI Number: 11519005000396', 'Manufacturer Name & : Sitaram Petha Bhandar : 15/388, shaheed bhagat singh Dwar Noori Gate, Agra District Agra, state-Uttar pradesh.', 'Marketed by: Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.', 'Best Before 6 from the date of delivery', '","Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.",-,-,-,"Sugar, Ash Gourd (Pumpkin), Rose Petals, Cashew Nuts.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Premium Gud Gajak, 400 g","We‚‚ve elevated the classic Gajak to savour during your special occasions. Traditionally made with roasted sesame seeds, jaggery, desi ghee and carom seeds, we‚‚ve also garnished the Gajak with a generous helping of dry fruits like pistachios and cashews.",400 g,g,400 g,1,1,320,320,Bansiwala,India,['40091652'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40091652_2-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-2_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-3_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-4_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-5_1-bansiwala-sweet-classic-gajak.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40091652', '",-,-,-,-,-,"Jaggery, Sesame Seeds, Peanut, Cashew Pistachios, Liquid Glucose, Cardamom, Cloves, Nutmeg.",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Premium Gud Gajak, 400 g","We‚‚ve elevated the classic Gajak to savour during your special occasions. Traditionally made with roasted sesame seeds, jaggery, desi ghee and carom seeds, we‚‚ve also garnished the Gajak with a generous helping of dry fruits like pistachios and cashews.",400 g,g,400 g,1,1,320,320,Bansiwala,India,['40091652'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40091652_2-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-2_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-3_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-4_1-bansiwala-sweet-classic-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091652-5_1-bansiwala-sweet-classic-gajak.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40091652', '",-,-,-,-,-,"Jaggery, Sesame Seeds, Peanut, Cashew Pistachios, Liquid Glucose, Cardamom, Cloves, Nutmeg.",-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Revdi, 250 g","A mini avatar of the classic Gajak. Revdi is a crunchy coin-shaped treat that is made of fresh roasted sesame seeds and jaggery along with ginger and carom seeds. The Jaggery is heated on a high flame along with the spices to make a hot viscous liquid. Once it's almost cooled, the mixture is shaped into spheres and rolled in roasted sesame seeds. The Rebdi has a phenomenal shelf life. Once you start munching on these delights it's difficult to stop.",250 g,g,250 g,1,1,149,149,"Shree Gopal Food product / Phulatti bazaar, Agra 282003.",India,['40207498'],['11519005000396'],https://datalabs.siva3.io/image/Eunimart_groceries_40207498_2-bansiwala-revdi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207498-2_2-bansiwala-revdi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207498-3_2-bansiwala-revdi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207498-4_2-bansiwala-revdi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207498-5_2-bansiwala-revdi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40207498', 'Country Of Origin: India', 'FSSAI Number: 11519005000396', 'Manufacturer Name & : Shree Gopal Food product / Phulatti bazaar, Agra 282003.', 'Marketed by: Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.', 'Best Before __PSL__ from the date of delivery', '","Foodiago india private limited, Gala No. 25, Mistry Industrial Complex, MIDC cross Road, Mahakali Caves Road, Mumbai - 400093. Maharashtra.",-,-,-,"Jaggery, Sesame Seeds, Peanut, Liquid Glucose, Cardamom, Nutmeg.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Sweet - Classic Petha, 500 g","This fresh petha is handpicked from Agra and delivered right at your doorsteps without adding any preservatives. For those who love it the original way, the classic petha has been favourite for ages. Petha is made of ash guord (used in Ayurveda for ages as Brain Food) is an excellent source of vitamin B1 (thiamine), vitamin B3 (Niacin), and vitamin C. It is also rich in many minerals like calcium. So we call our petha as Healthy bhi, Tasty Bhi.",500 g,g,500 g,1,1,189,189,BHIM SAIN BAIJ NATH SUPPLIERS,India,['8906090690010'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40091644_3-bansiwala-sweet-classic-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091644-2_2-bansiwala-sweet-classic-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091644-3_2-bansiwala-sweet-classic-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091644-4_2-bansiwala-sweet-classic-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091644-5_1-bansiwala-sweet-classic-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 8906090690010', 'Country of origin: India', 'Manufactured by: BHIM SAIN BAIJ NATH SUPPLIERS', '",-,-,-,-,Sugar/Ash Gourd,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Sweet - Gud Gajak, 400 g","A winter speciality from Agra, jaggery and sesame seeds are roasted and beaten together into compressed biscuits that are infused with the oils released from the sesame seeds. The beautiful, mildly bitter crunch of sesame mingles with the caramel sweetness of jaggery.",400 g,g,400 g,1,1,260,260,BHIM SAIN BAIJ NATH SUPPLIERS,India,['8906090690034'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40091651_3-bansiwala-sweet-gud-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091651-2_3-bansiwala-sweet-gud-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091651-3_2-bansiwala-sweet-gud-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091651-4_2-bansiwala-sweet-gud-gajak.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091651-5_2-bansiwala-sweet-gud-gajak.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906090690034', 'Country of origin: India', 'Manufactured by: BHIM SAIN BAIJ NATH SUPPLIERS', '",-,-,-,-,"Jaggery, Sesame Seeds",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Bansiwala,"Bansiwala Sweet - Paan Petha, Rich In Vitamin B1, Fresh, 250 g","Petha with a filling of Gulkand, our best selling product, brings customers back asking for more. The fresh petha is handpicked from Agra and delivered right at your doorsteps without adding any preservatives. Petha is made of ash gourd (used in Ayurveda for ages as Brain Food) and is an excellent source of vitamin B1 (thiamine), vitamin B3 (Niacin), and vitamin C. It is also rich in many minerals like calcium. So we call our petha Healthy Bhi, Tasty Bhi.",250 g,g,250 g,1,1,289,289,BHIM SAIN BAIJ NATH SUPPLIERS,India,['8906090690027'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40091646_4-bansiwala-sweet-paan-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091646-2_3-bansiwala-sweet-paan-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091646-3_3-bansiwala-sweet-paan-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091646-4_3-bansiwala-sweet-paan-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40091646-5_2-bansiwala-sweet-paan-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 8906090690027', 'Country of origin: India', 'Manufactured by: BHIM SAIN BAIJ NATH SUPPLIERS', '",-,-,-,-,Sugar/Ash Gourd/Rose Petals/Cashew Nuts,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Charlie,"Charlie Peanut Chikki - 3 in 1, 75 g","Charlie Peanut Chikki - 3 in 1 is a sweet, prepared by mixing peanuts and other ingredients. It contains protein and iron. It gives good taste to yours.",75 g,g,75 g,1,1,37,37,"JAY CHIKKI AND SNACKS PVT LTD, C/2, Beliram, Industrial Estate, S V Road, Dahisar (East), Mumbai- 400068",India,['8906005670151'],-,https://datalabs.siva3.io/image/Eunimart_groceries_3002_2-charlie-peanut-chikki-3-in-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3002-2_2-charlie-peanut-chikki-3-in-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3002-3_2-charlie-peanut-chikki-3-in-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3002-4_2-charlie-peanut-chikki-3-in-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_3002-5_2-charlie-peanut-chikki-3-in-1.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906005670151', 'Country of origin: India', 'Manufacturer Name and : JAY CHIKKI AND SNACKS PVT LTD, C/2, Beliram, Industrial Estate, S V Road, Dahisar (East), Mumbai- 400068', 'Best before 02-05-2023', '",-,-,-,-,"Rajgira (Puffed Cereal), Peanuts, Jaggery, Sugar, Liquid Glucose, Nutmeg, Cardamom.",-,-,-,-
