L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Bacardi MIX'R,"Bacardi MIX'R Non Alcoholic Premium Mixer - Long Island Tea, Refreshing Flavour, Taste, 500 ml","Bacardi, one of the largest privately held family-owned spirits companies in the world, brings to you Premium non-alcoholic mixer Long Island Tea: A ready to serve fruit beverage that can be used to create delightful mocktails & cocktails. It has a balanced mix of cola and citrus note with subtle herbs and Juniper note, supplemented with a captivating brown tone.",500 ml,ml,500 ml,1,1,190,161.5,"Del Monte Foods Private Limited, C-2 First Floor, Plot No.- 16, Udyog Vihar, Phase 4, Gurugram- 122015, Haryana, India",India,['40272432'],['10013011000963'],https://datalabs.siva3.io/image/Eunimart_groceries_40272432_1-bacardi-mixr-non-alcoholic-premium-mixer-long-island-tea-refreshing-flavour-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272432-2_1-bacardi-mixr-non-alcoholic-premium-mixer-long-island-tea-refreshing-flavour-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272432-3_1-bacardi-mixr-non-alcoholic-premium-mixer-long-island-tea-refreshing-flavour-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272432-4_1-bacardi-mixr-non-alcoholic-premium-mixer-long-island-tea-refreshing-flavour-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272432-5_1-bacardi-mixr-non-alcoholic-premium-mixer-long-island-tea-refreshing-flavour-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fill a tall glass with ice and add 60 ml of RUM/ water, 120 ml of Bacardi MIX'R Long Island tea and 60ml of soda.
Garnish as per taste.","['EAN Code: 40272432', 'FSSAI No:10013011000963', 'Manufactured & Marketed by:Del Monte Foods Private Limited, C-2 First Floor, Plot No.- 16, Udyog Vihar, Phase 4, Gurugram- 122015, Haryana, India', 'Country of origin: India', 'Best before 17-07-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Del Monte Foods Private Limited, C-2 First Floor, Plot No.- 16, Udyog Vihar, Phase 4, Gurugram- 122015, Haryana, India",-,-,-,"Water, Sugar, Orange Juice Concentrate (0.77%)*, Acidity Regulators (Ins 330 And 331 (Iii)), Lemon Juice Concentrate (0.66%), Natural & Nature Identical Flavouring Substances, Natural Colour (150d) And Preservatives (Ins 202 And Ins 211) * Lemon & Orange Juice From Concentrates 10%",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Barbican,"Barbican Non-Alcoholic Beer Bottle - Malt Beverage, Pomegranate Flavour, 330 ml","A pomegranate flavoured (non-alcoholic) malt beverage. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean pomegranate taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. Barbican is an alcohol free beer with the refreshing and fruity notes with soft malty body resulting into brewing a great-tasting 0.0% alcohol beer.
It is delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing pomegranate flavoured and is very easy to use as it comes in a can.",330 ml,ml,330 ml,1,1,120,120,"Aujan Industires, Dubai Investment Park, Dubai. UAE.",Uae,['40211808'],['10014011001741'],https://datalabs.siva3.io/image/Eunimart_groceries_40211808_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-2_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-3_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-4_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-5_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-6_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211808-7_2-barbican-non-alcoholic-beer-bottle-malt-beverage-pomegranate-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Tastes best when served chilled
Chill & drink","[{'EAN Code': '40211808'}, {'FSSAI Number': '10014011001741'}, {'Manufacturer Name & Address': 'Aujan Industires, Dubai Investment Park, Dubai. UAE.'}, {'Imported & Marketed by': 'SR Foods, C85 Sector 65, Noida UP, 201301.'}, {'Country of Origin': 'UAE'}]","SR Foods, C85 Sector 65, Noida UP, 201301.",-,-,-,"Carbonated Water, Sugar, Malt Concentrate, Nature Identical Pomegranate Flavour",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Barbican,"Barbican Non-Alcoholic Beer Bottle - Malt Beverage, Raspberry Flavour, 330 ml","A Raspberry flavoured (non-alcoholic) malt beverage. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean raspberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. Barbican is an alcohol-free beer with refreshing and fruity notes with a soft malty body resulting in brewing a great-tasting 0.0% alcohol beer.
Benefits:
It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing raspberry flavoured.",330 ml,ml,330 ml,1,1,120,120,"Aujan Industires, Dubai Investment Park, Dubai. UAE.",Uae,['40211803'],['10014011001741'],https://datalabs.siva3.io/image/Eunimart_groceries_40211803_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-2_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-3_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-4_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-5_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-6_2-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211803-7_1-barbican-non-alcoholic-beer-bottle-malt-beverage-raspberry-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Tastes best when served chilled
Chill & drink","[{'EAN Code': '40211803'}, {'FSSAI Number': '10014011001741'}, {'Manufacturer Name & Address': 'Aujan Industires, Dubai Investment Park, Dubai. UAE.'}, {'Imported & Marketed by': 'SR Foods, C85 Sector 65, Noida UP, 201301.'}, {'Country of Origin': 'UAE'}]","SR Foods, C85 Sector 65, Noida UP, 201301.",-,-,-,"Carbonated Water, Sugar, Malt Concentrate, Nature Identical Raspberry Flavour",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Barbican,"Barbican Non-Alcoholic Beer Bottle - Malt Beverage, Strawberry Flavour, 330 ml","A strawberry flavoured (non-alcoholic) malt beverage. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean strawberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. Barbican is an alcohol-free beer with refreshing and fruity notes with a soft malty body resulting in brewing a great-tasting 0.0% alcohol beer.
Benefits:
It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing strawberry flavoured.",330 ml,ml,330 ml,1,1,120,120,"Aujan Industires, Dubai Investment Park, Dubai. UAE.",Uae,['74265000372'],['10014011001741'],https://datalabs.siva3.io/image/Eunimart_groceries_40211804_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-2_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-3_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-4_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-5_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-6_2-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211804-7_1-barbican-non-alcoholic-beer-bottle-malt-beverage-strawberry-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Tastes best when served chilled
Chill & drink","[{'EAN Code': '74265000372'}, {'FSSAI Number': '10014011001741'}, {'Manufacturer Name & Address': 'Aujan Industires, Dubai Investment Park, Dubai. UAE.'}, {'Imported & Marketed by': 'SR Foods, C85 Sector 65, Noida UP, 201301.'}, {'Country of Origin': 'UAE'}]","SR Foods, C85 Sector 65, Noida UP, 201301.",-,-,-,"Carbonated Water, Sugar, Malt Concentrate, Nature Identical Strawberry Flavour",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Baron De Bercy,"Baron De Bercy Premium Non-Alcoholic Red Wine - Fruit, 750 ml",A Nonalchoholic Beverage Having Polyphenols To Improve Haemoglobin Reducing Cholestrol Level,750 ml,ml,750 ml,1,1,400,400,"Megha Fruit Processing Pvt Ltd Narimogeru Village,Taluk Puttur Dakshna Kannada - . Karnataka, India",Spain,['40089011'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40089011_1-baron-de-bercy-red-non-alchoholic-fruit-wine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089011-2_1-baron-de-bercy-red-non-alchoholic-fruit-wine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089011-3_1-baron-de-bercy-red-non-alchoholic-fruit-wine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089011-4_1-baron-de-bercy-red-non-alchoholic-fruit-wine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089011-5_1-baron-de-bercy-red-non-alchoholic-fruit-wine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40089011', 'Country of origin: Spain', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']",-,-,-,-,"water, sugar acidulant malic acid , apple juice, grape juice, citric acid apple aroma preservative sulphur dioxide antioxidant",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Budweiser,"Budweiser Beats Energy Drink - Contains Natural Caffeine & B-Vitamin, 250 ml","Energy Drink is a functional beverage especially developed for increased performance, vitalizes body and mind providing wings whenever you need them. Drink it on the go, at work, during lectures, while gaming, or when you're going out. Budweiser energy is India's first Made in India. Energy Drink's special formula contains high-quality ingredients: natural Caffeine, Taurine, B-Group Vitamins.",250 ml,ml,250 ml,1,1,90,81,"Pushpam Foods and Beverages Private Limited, Regd office at Lokmat Building, A Wing, 2nd Floor, Sinhgad Road, Vadgaon (K), Pune  411041, Maharashtra, India & Anheuser Busch Inbev India Limited, Regd. Office: Unit No. 301-302, Third Floor, Dynasty Business Park, B Wing Andheri Kurla Road, Andheri (East), Mumbai 400059",India,['40225926'],['100200410022362'],https://datalabs.siva3.io/image/Eunimart_groceries_40225926_3-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-2_3-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-3_3-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-4_3-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-5_3-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-6_2-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-7_1-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225926-8_1-budweiser-beats-energy-drink-contains-natural-caffeine-b-vitamin.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40225926', 'FSSAI No: 100200410022362', 'Manufactured & Marketed by:Pushpam Foods and Beverages Private Limited, Regd office at Lokmat Building, A Wing, 2nd Floor, Sinhgad Road, Vadgaon (K), Pune 411041, Maharashtra, India & Anheuser Busch Inbev India Limited, Regd. Office: Unit No. 301-302, Third Floor, Dynasty Business Park, B Wing Andheri Kurla Road, Andheri (East), Mumbai 400059', 'Country of origin: India', 'Best before 03-06-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Pushpam Foods and Beverages Private Limited, Regd office at Lokmat Building, A Wing, 2nd Floor, Sinhgad Road, Vadgaon (K), Pune“ 411041, Maharashtra, India & Anheuser Busch Inbev India Limited, Regd. Office: Unit No. 301-302, Third Floor, Dynasty Business Park, B Wing Andheri Kurla Road, Andheri (East), Mumbai 400059",-,-,-,"Water, Co2, Taurine, Caffeine, Acidity Regulator, Vitamins",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Budweiser 0.0,"Budweiser 0.0 Non Alcoholic Green Apple Beer - Refreshing Flavour, 330 ml Can","1) Non-Alcoholic Drink - The King Budweiser 0.0
2) Non-Alcoholic Beer is brewed using the same process and high-quality ingredients as Budweiser Original but without the alcohol. It is a light, crisp and refreshing alcohol-free 0.0% ABV lager beer with no compromise on taste
3) Budweiser's answer to non-alcoholic beer is for those who enjoy the taste of beer
4) Best served: cold
5) Water, Malted barley, Hops, Rice, C02 and Additional Flavours
6) Total Calorie consumed will be 77.1 kcal for a 300 ml can, which is 30% Less than any popular carbonated soft drinks
7) Currently in the Indian market due to 30% Less sugar content, keeping in mind health-conscious young adult",330 ml Can,ml Can,330 ml Can,1,1,90,72,"Anheuser Busch Inbev China, North Huancheng Road, Lantian Economic District, Zhangzhou, Fujjan Province, China.",Prc China,['40239289'],['10014022002718'],https://datalabs.siva3.io/image/Eunimart_groceries_40239289_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-2_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-3_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-4_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-5_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-6_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40239289-7_1-budweiser-00-non-alcoholic-green-apple-beer-refreshing-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40239289'}, {'Fssai Number': '10014022002718'}, {'Manufacturer Name & Address': 'Anheuser Busch Inbev China, North Huancheng Road, Lantian Economic District, Zhangzhou, Fujjan Province, China.'}, {'Marketed By': 'Anheuser Busch Inbev India Ltd. Dynasty Business Park B Wing, Andheri Kurla Road, Mumbai - 400059, India.'}, {'Country Of Origin': 'Prc, China'}, {'For Queries/Feedback/Complaints, Contact Our Customer Care Executive At': 'Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4Th Floor, Tin Factory Bus Stop. Kr Puram, Bangalore - 560016 Email:'}]","Anheuser Busch Inbev India Ltd. Dynasty Business Park B Wing, Andheri Kurla Road, Mumbai - 400059, India.",-,-,-,"Water, Co2, Green Apple, Hops",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Carl Jung,"Carl Jung Non Alcoholic Wine White, 700 ml",De Alcoholised wine,700 ml,ml,700 ml,1,1,650,650,Carl Jung GMBH / Rheinstrasse 3 65385 Rudesheim am Rhein Germany,Germany,['4009427805041'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087444_2-carl-jung-non-alcoholic-wine-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Non-alcoholic wines are a deliciously sophisticated alternative with a variety of flavors.,"['EAN Code: 4009427805041', 'Manufactured by: Carl Jung GMBH / Rheinstrasse 3 65385 Rudesheim am Rhein Germany', 'Marketed by: Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India', 'Country of Origin: GERMANY', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India",-,-,-,"De-Alcoholized Wine,Sugar,Sulphur Dioxide(< 200ppm)",-,De Alcoholised wine
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Carl Jung,"Carl Jung Wine - Red, De-Alcoholised, Selection, 750 ml","The Carl Jung range of quality alcohol-free wines has been carefully developed to provide a selection of attractive wines suitable for all different tastes and occasions. Its a nice medium and dry, Frech wine.",750 ml,ml,750 ml,1,1,650,650,Carl Jung GMBH / Rheinstrasse 3 65385 Rudesheim am Rhein Germany,Germany,['400947825148'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40007731_2-carl-jung-wine-red-de-alcoholised-selection.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007731-2_1-carl-jung-wine-red-de-alcoholised-selection.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Its a de-alcholosed wine.,"['EAN Code: 400947825148', 'Manufactured by: Carl Jung GMBH / Rheinstrasse 3 65385 Rudesheim am Rhein Germany', 'Marketed by: Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India', 'Country of Origin: GERMANY', 'Best before 02-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Suresh Kumar & Co. (Impex) Pvt. Ltd. / A-17, 2nd Floor, Sonu Tower, Dr. Mukherjee NagarCommercial Complex, Delhi-110009 India",-,-,-,"Non-alcoholic Wine, Saccharose, Carbonic Acid, Sulphur Dioxide.",-,"The Carl Jung range of quality alcohol-free wines has been carefully developed to provide a selection of attractive wines suitable for all different tastes and occasions. Its a nice medium and dry, Frech wine."
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Castillo De Salobrena,"Castillo De Salobrena Non Alcoholic Fruit - Red wine, 1 L","Water, Sugars, Apple and Grape Juice, Apple Aroma, Acidity Regulators, Citric Acid [E330], Malic Acid [E296], Sweeteners, Sodium Cyclamate [E952], Saccharin [E954], Prservatives:Sodium Benzoate [E211], Potassium Sorbate [E202], Colours Azorubine/Carmoisine [E122] Caramel [E150d], Contain Permitted Natural & Synthetic Food Colour.",1 L,L,1 L,1,1,400,400,"INDUSTRIAS ESPADAFOR, S A AVENIDA DE ANDALUCIA S/N. 18015, GRANADA, SPAIN.",Spain,['8432286004359'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40017684_1-castillo-de-salobrena-non-alcoholic-fruit-red-wine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8432286004359', 'Manufactured by: INDUSTRIAS ESPADAFOR, S A AVENIDA DE ANDALUCIA S/N. 18015, GRANADA, SPAIN.', 'Marketed by: TAJIR PRIVATE LIMITED ADIE MANSION , 1ST FLOOR , 334, MAULANA SHAKATALI ROAD, MUMBAI 400007 INDIA', 'Country of Origin: SPAIN', 'Best before 03-03-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","TAJIR PRIVATE LIMITED ADIE MANSION , 1ST FLOOR , 334, MAULANA SHAKATALI ROAD, MUMBAI 400007 INDIA",-,-,-,"Water, Sugars, Apple and Grape Juice, Apple Aroma, Acidity Regulators, Citric Acid [E330], Malic Acid [E296], Sweeteners, Sodium Cyclamate [E952], Saccharin [E954], Prservatives:Sodium Benzoate [E211], Potassium Sorbate [E202], Colours Azorubine/Carmoisine [E122] Caramel [E150d], Contain Permitted Natural & Synthetic Food Colour.",-,-
