L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevikwik,"Fevikwik Gel - One Drop Instant Adhesive, Non-Drip, 3 x 3 g Multipack","Fevikwik Adhesive is quick to stick your broken pieces by a drop of it. It is good at bonding the ambient condition without entailing an external energy supply. The glue dries immediately, and a tiny amount is required to achieve a strong bond. Nail polish remover can be used to debone the glue. It is a low viscous cyanoacrylate adhesive to bond close-fitting parts or components. The bonding is effective due to the product's wicking ability.",3 x 3 g Multipack,g,3 x 3 g Multipack,1,1,90,90,"Fevikwik, Bethel Industries, W-68, Midc, Taloja Industrial Area, Taloja, Dist. Raigad, Maharashtra -410208 In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com",India,['1222684'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222684_1-fevikwik-gel-one-drop-instant-adhesive-non-drip.jpg,-,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevikwik Gel: These are multipurpose Fevikwik gel having a strong bond, known for its instant sticking. They are acid-free, pressure-sensitive, and safer than a hot glue gun.
Strong Bond: It has a strong bond that helps stick on materials. Fevikwik gel is being used on multiple surfaces with varied substrates as embellishments.
Smooth Application: Apart from the rotational opening and easy to apply functionality, this gel provides you with a smooth applying experience without much hassle.
Ideal For: Ideal for various arts, crafts, displays at homes, offices, retail malls, banks, etc. It can be used on surfaces like wood, rubber, cardboard, metal, ceramics, and plastics.
Superior Quality: Fevikwik gel is a glue that has superior quality in terms of bonding. It is non-toxic, non-staining and hygiene.","Fevikwik is a special epoxy cyanoacrylate super glue used for adhesive bonding.
It can bond anything instantly.
Instant adhesive works on most plastics, wood, rubber, metal, etc.","[{'EAN Code': '1222684'}, {'Country of origin': 'India'}| }]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Non-Toxic, Transparent Adhesive, 2 x 25 g Multipack","Pidilite Fevistik Super Glue Stick comes in super convenient rotary gluestick form that makes pasting a non-messy thing. It is hassle-free and easy to use. It is ideal for paper bonding to use at office, school and home for art and craft projects. It's a strong adhesive and is non-toxic.",2 x 25 g Multipack,g,2 x 25 g Multipack,1,1,100,100,"PIDILITE INDUSTRIES LTD., Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India. In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com",India,['1222666'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222666_1-fevistik-super-glue-stick-the-original-non-toxic-transparent-adhesive.jpg,-,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It comes in super convenient rotary glue stick form.
It is easy to use and non-messy.
It is used for art and craft project.
This adhesive is strong and non-toxic.","Use it for handcraft, arts, office, etc.","['EAN Code: 1222666', 'Country of origin: India ', 'Manufactured by: PIDILITE INDUSTRIES LTD., Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India. In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com', 'Best Before __PSL__ days from the delivery date', ]",-,-,-,-,-,"Brand:- Fevistik.
Type:- Glue Stick.
Weight:- 25 g
Package Content: - 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Non-Toxic, Transparent Adhesive, For For Projects, DIY, Arts & Crafts, 25 g","Pidilite Fevistik Super Glue Stick comes in super convenient rotary glue stick form that makes pasting a non-messy thing. It is hassle-free and easy to use. It is ideal for paper bonding to use at office, school and home for art and craft projects. It's a strong adhesive and is non-toxic.",25 g,g,25 g,1,1,50,50,"PIDILITE INDUSTRIES LTD., Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India. In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com",India,['17803721267324'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006125_8-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006125-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006125-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It comes in super convenient rotary glue stick form.
It is easy to use and non-messy.
It is used for art and craft project.
This adhesive is strong and non-toxic.","Use it for handcraft, arts, office, etc.","['EAN Code: 17803721267324', 'Country of origin: India ', 'Manufactured by: PIDILITE INDUSTRIES LTD., Pidilite Industries Ltd. Regent Chambers, Mumbai, Maharashtra - 400021, India. In case of complaints contact Consumer care, PO Box No. 17411, Mumbai-400059. Tollfree 18002666066 csc@pidilite.com', 'Best Before __PSL__ days from the delivery date', ]",-,-,-,-,-,"Brand :- Fevistik.
Type :- Glue Stick.
Weight :- 25 g
Package Content :- 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Non-Toxic, Transparent Adhesive, For Projects, DIY, Arts & Crafts, 8 g","Pidilite Fevistik Super Glue Stick comes in super convenient rotary gluestick form that makes pasting a non-messy thing. It is hassle-free and easy to use. It is ideal for paper bonding to use at office, school and home for art and craft projects. It's a strong adhesive and is non-toxic.",8 g,g,8 g,1,1,25,25,Pidilite Industries Ltd.,India,['8901860633532'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006127_8-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It comes in super convenient rotary glue stick form.
It is easy to use and non-messy.
It is used for art and craft project.
This adhesive is strong and non-toxic.","Use it for handcraft, arts, office, etc.","[{'EAN Code': '8901860633532'}, {'Country of origin': 'India'}, {'Manufactured by': 'Pidilite Industries Ltd.'}| }]",-,-,-,-,-,"Brand :- Fevistik.
Type :- Glue Stick.
Weight :- 8 g
Package Content:- 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Non-Toxic, Transparent Adhesive, For Projects, DIY, Arts & Crafts, 8 g","Pidilite Fevistik Super Glue Stick comes in super convenient rotary gluestick form that makes pasting a non-messy thing. It is hassle-free and easy to use. It is ideal for paper bonding to use at office, school and home for art and craft projects. It's a strong adhesive and is non-toxic.",8 g,g,8 g,1,1,25,25,Pidilite Industries Ltd.,India,['8901860633532'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006127_8-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It comes in super convenient rotary glue stick form.
It is easy to use and non-messy.
It is used for art and craft project.
This adhesive is strong and non-toxic.","Use it for handcraft, arts, office, etc.","[{'EAN Code': '8901860633532'}, {'Country of origin': 'India'}, {'Manufactured by': 'Pidilite Industries Ltd.'}| }]",-,-,-,-,-,"Brand :- Fevistik.
Type :- Glue Stick.
Weight :- 8 g
Package Content:- 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Non-Toxic, Transparent Adhesive, For Projects, DIY, Arts & Crafts, 8 g","Pidilite Fevistik Super Glue Stick comes in super convenient rotary gluestick form that makes pasting a non-messy thing. It is hassle-free and easy to use. It is ideal for paper bonding to use at office, school and home for art and craft projects. It's a strong adhesive and is non-toxic.",8 g,g,8 g,1,1,25,25,Pidilite Industries Ltd.,India,['8901860633532'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006127_8-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006127-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It comes in super convenient rotary glue stick form.
It is easy to use and non-messy.
It is used for art and craft project.
This adhesive is strong and non-toxic.","Use it for handcraft, arts, office, etc.","[{'EAN Code': '8901860633532'}, {'Country of origin': 'India'}, {'Manufactured by': 'Pidilite Industries Ltd.'}| }]",-,-,-,-,-,"Brand :- Fevistik.
Type :- Glue Stick.
Weight :- 8 g
Package Content:- 1 Pcs.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Nontoxic, For Sticking Paper & Craft Projects, 15 g","Fevistik is a super convenient format that makes pasting a non-messy, non-staining job. Hassle-free and easy to use, Fevistick made sticking clean and convenient through its innovative rotary gluestick form. Fevistik comes with a fast-drying formula that provides an instant solution to all of your paper-to-paper glueing requirements. Apart from the rotational opening and easy to apply functionality, this glue stick provides you with a smooth and hassle-free experience. Fevistik is safe to use for all age groups. It is a non-liquid and non-toxic adhesive.",15 g,g,15 g,1,1,40,40,Pidilite Industries Ltd.,India,['8901860633518'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006126_9-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006126-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006126-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevistik comes with a fast-drying formula that provides an instant solution to all of your paper to paper glueing requirements.
Fevistik is a transparent adhesive that does not leave traces or marks upon drying, providing a clean finish.
Fevistik is a glue stick that has superior quality of bonding.
It is non-toxic, non-staining and hygiene.
Pidilite's glue stick is easy to store and carry, it can be used at school, at home, or at work.","Pidilite's Fevistick Glue Stick is perfect for students, craft hobbyists, office use and home.
This hassle-free adhesive can be used for paper-to-paper sticking.","[{'EAN Code': '8901860633518'}, {'Country of origin': 'India'}| }]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Nontoxic, For Sticking Paper & Craft Projects, 3 x 15 g Multipack","Fevistik is a super convenient format that makes pasting a non-messy, non-staining job. Hassle-free and easy to use, Fevistick made sticking clean and convenient through its innovative rotary gluestick form. Fevistik comes with a fast-drying formula that provides an instant solution to all of your paper-to-paper glueing requirements. Apart from the rotational opening and easy to apply functionality, this glue stick provides you with a smooth and hassle-free experience. Fevistik is safe to use for all age groups. It is a non-liquid and non-toxic adhesive.",3 x 15 g Multipack,g,3 x 15 g Multipack,1,1,120,120,Pidilite Industries Ltd.,India,['1222667'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222667_1-fevistik-super-glue-stick-the-original-nontoxic-for-sticking-paper-craft-projects.jpg,-,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fevistik comes with a fast-drying formula that provides an instant solution to all your paper-to-paper gluing requirements.
Fevistik is a transparent adhesive that does not leave traces or marks upon drying, providing a clean finish.
Fevistik is a glue stick that has superior quality of bonding.
It is non-toxic, non-staining and hygiene.
Pidilite's glue stick is easy to store and carry, it can be used at school, at home, or at work.","Pidilite's Fevistick Glue Stick is perfect for students, craft hobbyists, office use and home.
This hassle-free adhesive can be used for paper-to-paper sticking.","[{'EAN Code': '1222667'}, {'Country of origin': 'India'}| }]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Fevistik,"Fevistik Super Glue Stick - The Original, Nontoxic, Transparent Adhesive, For DIY, Art & Craft Projects, 5 g","Fevistik is a super convenient format that makes pasting a non-messy, non-staining job. Hassle-free and easy to use, Fevistick made sticking clean and convenient through its innovative rotary gluestick form. It is easy to carry, comes in a pocket-friendly size wherever you go, you are covered for all your adhesive needs. Through its unique rotary gluestick form, Fevistick makes sticking quick, easy, and hassle-free",5 g,g,5 g,1,1,15,15,Pidilite Industries Ltd.,India,['8901860633501'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006128_6-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006128-2_3-pidilite-fevistik-super-glue-stick.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006128-3_3-pidilite-fevistik-super-glue-stick.jpg,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Experience clean and convenient sticking through this innovative rotary gluestick.
Rotate bottom clockwise if needed more it comes smooth and even.
Ideal for paper to paper bonding.
Extra strong adhesive ideal for sticking paper.
Ready to use fast drying & smooth application.
Non-toxic and acid-free.
Fevistik glue is a transparent adhesive great for office school and arts and crafts & student projects requirements.","Pidilite's Fevistick Glue Stick is perfect for students, craft hobbyists, office use and home.
This hassle-free adhesive can be used for paper-to-paper sticking.","['EAN Code: 8901860633501', 'Country of origin: India', 'Best Before __PSL__ days from the delivery date', ]",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.
Close the lid after use so that the gum doesn't dry.",-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Fevitite,"Fevitite All purpose Standard Epoxy Adhesive - Super Strong, Multipurpose, 90 g","Fevitite SUPER STRONG is a two-component Standard Epoxy Adhesive that bonds virtually anything to anything from tiny parts to large structural components. This multipurpose two-component system comprises Epoxy resin and hardener which are to be mixed thoroughly in the recommended ratio to achieve optimum results. Areas of Application: This is a multipurpose adhesive finding extensive applications in all industries, Construction and woodworking projects. This system is an indispensable tool for engineers and proved its value in thousands of applications in Wood Working, Construction, Automobile, Electronics, Electrical, Railway, Aeronautical etc.",90 g,g,90 g,1,1,200,189,Hira Industries,India,['40238736'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238736_2-fevitite-all-purpose-standard-epoxy-adhesive-super-strong-multipurpose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238736-2_2-fevitite-all-purpose-standard-epoxy-adhesive-super-strong-multipurpose.jpg,-,-,-,-,-,-,-,-,-,"Tollfree 18002666066, email: csc@pidilite.com",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"All purpose epoxy adhesive sets in 4 hours super-strong Excellent strength & toughness for strong and durable bonds.
No shrinkage after curing for dimensional stability.
Resistant to heat, water, stress and most chemicals It is Ideal for bonding wood, metal, ceramic, marble, granite, glass, bakelite, asbestos & rigid plastic",Follow the instruction on the pack,"['EAN Code: 40238736', 'Manufacturer Name & Address: Hira Industries', 'Marketed by: Pidilite Industries Pvt. Ltd.,', 'Consumer care: PO Box No. 17411,Mumbai-400059', 'Tollfree 18002666066', 'csc@pidilite.com', 'Country of Origin:India',  ]","Pidilite Industries Pvt. Ltd.,",-,-,-,-,"1. Brand :- Fevitite.
2. Type :- Eposy Adhesive.
3. Colour :- Black.
4. Size/Capacity :- 90g.
5. Features :- Excellent strength, No shrinkage after curing, resistant to water, heat, stress and most chemicals.
6. Package Content :- 1 pc.",-
