L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra OrganicCuminPowder, 100g Pouch","Cumin/Seeragapodi/Seeragapowder/Jilakarrapodi/Jeerapowderisacommonlyusedculinaryspice.
Cumin/Seeragapodi/Seeragapowder/Jilakarrapodi/Jeerapowderhasanaromaticodourandaspicyandsomewhatbittertaste.
ThearomaticsmellandspecifictasteofCuminareduetothepresenceofvolatileoilwhichisabout2to4%.
Itismainlyamixtureofcymolorcymeneandcuminicaldehyde,orcyminol,whichisitschiefconstituent.
24MantraOrganicCuminPowder/Seeragapodi/Seeragapowder/Jilakarrapodi/JeerapowderismadefromunadulteratedCuminwhichiscleanedandgroundintoapowder.""
100%Organic  GrownwithoutsyntheticPesticides  Unadulterated Anti-oxidant Anti-microbial Anti-flatulent Helpfulinreducingtheriskofdiabetes Goodforreducingtheriskofheartdiseases",100g Pouch,g,100g Pouch,1,1,85,85,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[100346904],-,https://datalabs.siva3.io/image/Eunimart_groceries_346904_7-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-2_3-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-3_3-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-4_3-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-5_2-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-6_2-24-mantra-organic-cumin-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346904-7_2-24-mantra-organic-cumin-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:100346904 Countryoforigin:India Manufacturedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Bestbefore12-08-2022 ,']",-,-,-,-,-,OrganicCumin,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra OrganicCuminSeed-Whole, 100g Pouch","WholeOrganicCumin/JeeraSeedscomefromCuminumcyminum.
Apopularculinaryspicefromancienttimes.Jeerahasaveryaromaticflavourwhichgivesatotallydistincttastetothedishes.
Thestrongaromaticsmellispresentinitduetothepresenceofvolatileoilwhichisabout2to4percent.
Itismainlyamixtureofcymolorcymeneandcuminicaldehyde,orcyminol,whichisitschiefconstituent."" 100%Organic.  GrownwithoutsyntheticPesticides.  GrownwithoutsyntheticGMOs. Ananti-oxidant. Unadulterated. Helpfulinreducingtheriskofdiabetes.
Goodforreducingtheriskofheartdiseases. """,100g Pouch,g,100g Pouch,1,1,62,62,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[-],-,https://datalabs.siva3.io/image/Eunimart_groceries_279864_6-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-2_2-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-3_2-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-4_2-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-5_2-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-6_2-24-mantra-organic-cumin-seed-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279864-7_2-24-mantra-organic-cumin-seed-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'Manufactured&Marketedby': 'SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078'}]","SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078",-,-,-,-,OrganicCumin,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra OrganicSambarMasalaPowder, 100g Pouch","SambarMasalapowderismadebydryroastingandblendingthespicessuchascumin,coriander,blackpepper,andfenugreek.
Tothisspicemix,Bengalgramdal(splitChickpea)andriceareadded.
Thismixtureisblendedwellandgroundintoafinepowder.
Thismixissievedalongwithturmericpowderandsaltandthenpacked.
100%Organic  GrownwithoutsyntheticPesticides  GrownwithoutsyntheticGMOs Unadulterated Flavourful Aromatic Asourceofantioxidants",100g Pouch,g,100g Pouch,1,1,75,75,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[8904083501701],-,https://datalabs.siva3.io/image/Eunimart_groceries_301989_3-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-2_3-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-3_3-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-4_3-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-5_2-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-6_2-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-7_2-24-mantra-organic-sambar-masala-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_301989-8_1-24-mantra-organic-sambar-masala-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:8904083501701 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore13-09-2022 ,]","8904083501701 Manufactured&Marketedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India FSSAINumber: Bestbefore13-09-2022 ForQueries/Feedback/Complaints,ContactourCustomerCareExecutiveat:Phone:18601231000|Address:InnovativeRetailConceptsPrivateLimited,RankaJunction4thFloor,TinFactorybusstop.KRPuram,Bangalore-560016Email:customerservice@bigbasket.com",-,-,-,-,"Coriander,Chilli,BengalGram (chickpea),TumericPowder, Fenugreek,Rice, Salt,BlackpepperareOrganic",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Ponni White Rice - Boiled, No Preservatives, Gluten Free, 1 kg","24 Mantra Organic White Ponni boiled rice is an excellent source of protein and rich in nutrients. It cooks perfectly and has an excellent texture & aroma. Every grain cooks well. It perfectly goes with all kinds of dal soups and gravy dishes. It is preservative-free, Non-GMO & Gluten-free",1 kg,kg,1 kg,1,1,95,95,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['40240046'],['10015047000447'],https://datalabs.siva3.io/image/Eunimart_groceries_40240046_1-24-mantra-organic-ponni-white-rice-boiled-no-preservatives-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240046-2_1-24-mantra-organic-ponni-white-rice-boiled-no-preservatives-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240046-3_1-24-mantra-organic-ponni-white-rice-boiled-no-preservatives-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40240046', 'FSSAI No: 10015047000447', 'Manufactured & Marketed by:Sresta Natural Bioproduct Pvt.Ltd.', 'Country of origin: India', 'Best before 02-09-2023', '",Sresta Natural Bioproduct Pvt.Ltd.,-,-,-,-,White Ponni Boiled Rice,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Ponni White Rice - Raw, Vitamins & Potassium Rich, No Preservatives, Gluten Free, 1 kg","24 Mantra Organic White Ponni Raw Rice is a good source of fibre, calcium, potassium and vitamin B-6. It has a rich nutty flavour and silky texture. Ponni Rice is a variety of rice developed in Tamil Nadu. It cooks perfectly and has an excellent texture & aroma. Every grain cooks well. It perfectly goes with all kinds of dal soups and gravy dishes. It is preservative-free, Non-GMO & Gluten-free",1 kg,kg,1 kg,1,1,95,95,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['40240045'],['10015047000447'],https://datalabs.siva3.io/image/Eunimart_groceries_40240045_1-24-mantra-organic-ponni-white-rice-raw-vitamins-potassium-rich-no-preservatives-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240045-2_1-24-mantra-organic-ponni-white-rice-raw-vitamins-potassium-rich-no-preservatives-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240045-3_1-24-mantra-organic-ponni-white-rice-raw-vitamins-potassium-rich-no-preservatives-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40240045', 'FSSAI No: 10015047000447', 'Manufactured & Marketed by:Sresta Natural Bioproduct Pvt.Ltd.', 'Country of origin: India', 'Best before 02-09-2023', '",Sresta Natural Bioproduct Pvt.Ltd.,-,-,-,-,White Ponni Boiled Rice,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Ready Mix - Millet Dosa, 216 g",24 Manta presents a ready to use Millet Dosa Mixture in a sealed pouch packing. Traditional grains that will help make your dosas more nutritious and healthy. Our millet dosa (pancake) mix has 7 whole grain millets! It has no preservatives either - what more could you ask for? Great tasting dosas with less effort and the pleasure of eating dosas made with organic and nutritious ingredients.,216 g,g,216 g,1,1,70,70,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[8904083518815],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075081_2-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-2_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-3_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-4_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-5_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-6_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-7_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-8_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-9_1-24-mantra-ready-mix-millet-dosa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075081-10_1-24-mantra-ready-mix-millet-dosa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083518815 Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India FSSAI Number : Best before 28-06-2022 ","8904083518815 Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India FSSAI Number : Best before 28-06-2022 For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbaske",-,-,-,-,"Millets (50%) Finger Millet, Foxtail Millet, Pearl Millet, Kodo Millet, Barnyard Millet, Little Millet, Sorghum), Split Black gram, Rice, Salt, Split Bengal gram, Amaranth, Acidity Regulator 330, Raising Agent 500 (ii), Fenugreek. Ingredients with are organic.",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Ready Mix - Ragi Idli, 216 g","A traditional breakfast now goes organic!
Made with ragi, naturally rich in calcium, these idlis are healthy, easy to make and great to taste!
No preservatives added. What more could you ask for?",216 g,g,216 g,1,1,70,70,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['40075082'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075082_2-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-2_2-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-3_2-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-4_2-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-5_2-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-6_1-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-7_1-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-8_1-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-9_1-24-mantra-ready-mix-ragi-idli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075082-10_1-24-mantra-ready-mix-ragi-idli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40075082', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,"Ragi (Finger Millet) 40%
Rice
Split Black gram
Salt
Raising Agent 500 
Acidity regulator 330 
Fenugreek",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra White Thin Poha - Beaten Rice, For Healthy, Gluten Free Breakfast, No Pesticides, Non GMO, 500 g","24 Mantra Organic Poha is pesticide and GMO-free. It is gluten-free beaten rice, perfect to make healthy poha. It may be eaten raw like cereals, mixed with milk or yoghurt and fruit, or boiled like oatmeal.",500 g,g,500 g,1,1,80,80,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['40240043'],['10015047000447'],https://datalabs.siva3.io/image/Eunimart_groceries_40240043_1-24-mantra-organic-white-thin-poha-beaten-rice-for-healthy-gluten-free-breakfast-no-pesticides-non-gmo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240043-2_1-24-mantra-organic-white-thin-poha-beaten-rice-for-healthy-gluten-free-breakfast-no-pesticides-non-gmo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40240043', 'FSSAI No: 10015047000447', 'Manufactured & Marketed by:Sresta Natural Bioproduct Pvt.Ltd.', 'Country of origin: India', 'Best before 29-05-2023', '",Sresta Natural Bioproduct Pvt.Ltd.,-,-,-,-,Organic Rice,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra Organic,"24 Mantra Organic Chicken Masala - Adds Flavour, 100 g","24 Mantra Organic Chicken Masala might be the missing ingredient in the Hyderabadi Chicken Biryani you are making. Organically made, this is free of added sugars, fats, and cholesterol. It is perfect to be used for making chicken kebab, chilli chicken, kadai chicken, or any other chicken recipe you like. It is also rich in potassium, iron, and calcium, making it a healthy ingredient to prepare your food with. Flavourful and delicious, this is going to shoot you to fame at the party you have organised. Check out other organic items like kitchen king masala, egg masala, and more on Big Basket!
Benefits
1. USDA-certified organic.
2. Truly homemade taste.
3. Easy and quick cooking.",100 g,g,100 g,1,1,125,87.5,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083528463'],['10014047000217'],https://datalabs.siva3.io/image/Eunimart_groceries_40281170_0-24-mantra-organic-chicken-masala-adds-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083528463', 'Manufactured Name & Marketed By :Sresta Natural Bioproducts Limited, Sy. No. 69, Gundlapochampally Village, Medchal Mandal, Medchal Malkajgiri District, Telenagana, India, Pin \x80\x93 501401', 'FSSAI :10014047000217', 'Country of Origin: India', 'Best Before 02-09-2023. ","Sresta Natural Bioproducts Limited, Sy. No. 69, Gundlapochampally Village, Medchal Mandal, Medchal Malkajgiri District, Telenagana, India, Pin “ 501401",-,-,-,-,"Coriander Seed* (38%), Red Chilli Powder* (21.7%), Cinnamon*, Black Pepper*, Cumin Seed*, Dry Garlic*, Dry Ginger*, Cloves*, Turmeric*, Bay Leaf*, Salt, Nutmeg, Cardamom*, Kasuri Methi (Dried Fenugreek Leaves), Star Anise, Mace*. *are Organic.",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra Organic,"24 Mantra Organic Egg Masala - Adds Flavour, 100 g","Make egg curry with 24 Mantra's Organic Egg Masala and watch it disappear at lunch within a matter of minutes! Rich in calcium, iron, and potassium, this masala is perfect to cook your egg bhurji with. It is organically sourced which means that it does not have any unhealthy additives. It is also free of fats, added sugars, and cholesterol. You can use it for a variety of egg dishes like egg parathas, omelettes, scrambled eggs, and others. It is sure to make your family fall in love with eggs a bit more. Check out other organic items like chole masala, paneer masala, and more by 24 Mantra Organic on Big Basket! 
Benefits
1. USDA-certified organic.
2. Truly homemade taste.
3. Easy and quick cooking.",100 g,g,100 g,1,1,125,87.5,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083528524'],['10014047000217'],https://datalabs.siva3.io/image/Eunimart_groceries_40281171_1-24-mantra-organic-egg-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281171-2_1-24-mantra-organic-egg-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281171-3_1-24-mantra-organic-egg-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281171-4_1-24-mantra-organic-egg-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281171-5_1-24-mantra-organic-egg-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40281171-6_1-24-mantra-organic-egg-masala-adds-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083528524', 'Manufactured Name & Marketed By :Sresta Natural Bioproducts Limited, Sy. No. 69, Gundlapochampally Village, Medchal Mandal, Medchal Malkajgiri District, Telenagana, India, Pin \x80\x93 501401', 'FSSAI :10014047000217', 'Country of Origin: India', 'Best Before 02-09-2023. ","Sresta Natural Bioproducts Limited, Sy. No. 69, Gundlapochampally Village, Medchal Mandal, Medchal Malkajgiri District, Telenagana, India, Pin “ 501401",-,-,-,-,"Coriander Seed* (24.2%), Red Chilli Powder* (15.3%), Turmeric*, Cumin Seed*, Black Pepper*, Cloves*, Cinnamon*, Nutmeg*, Fennel*, Dehydrated Onion*, Dry Garlic*, Salt, Fenugreek*, Cardamom*. *are Organic.",-,-,-,-
