Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),images.img1,images.img2,images.img3,images.img4,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Features,Hex Code,Pigmentation,Sustainable,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00116489,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Pure Color Whipped Matte Lip Color with Moringa Butter 9 ml - Soft Hearted,Red,Soft Hearted,8-10 ML,1,Estee Lauder,3400,3400,"Pure Color Whipped Matte Lip Color with Moringa Butter - Soft Hearted
Disclaimer: 
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",,,1,Units,,"Flashtech Retail, The Estee Lauder Companies lnc., 767 Fifth Avenue, NY 10153, U.S.A",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorWhippedMatteLipColorwithMoringaButter9ml-SoftHearted_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorWhippedMatteLipColorwithMoringaButter9ml-SoftHearted_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10EsteeLauderPureColorWhippedMatteLipColorwithMoringaButter9ml-SoftHearted_3.jpg,,,,,(Y),(Y),(N),,,,,,Moringa,,,Paraben-Free,Liquid,,,,,,,,,,,Matte,Lightweight,,Full Coverage,Regular,Matte,,,,,
EU00116490,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Matte Riot #281 Sunlit Apricot,Nude,Beige,4-5 ML,1,Chambor,395,276,A velvet matte finish long-lasting lipstick that mighty stoke your lips,,,1,Units,,"Supercom Net, BACCAROSE PERFUMES AND BEAUTY PRODUCTS PRIVATE LIMITED, 66, Maker Chambers VI, Nariman Point, Mumbai 400021",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborMatteRiot#281SunlitApricot_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborMatteRiot#281SunlitApricot_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborMatteRiot#281SunlitApricot_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborMatteRiot#281SunlitApricot_4.jpg,,,,(Y),(Y),(N),,,,,,Apricot,,,Fragrance-Free,Bullet,,,,,Long Lasting,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00116491,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Luxe Matte Lip Color 4.5 g - Burnt Cherry,Maroon,Burnt Cherry,4-5 ML,1,Bobbi Brown,3990,3990,"Luxe Matte Lip Color 
Shade name - Burnt Cherry

Disclaimer : Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",,,1,Units,,"Omnitech Retail, Imported by - Elca Cosmetics Pvt Ltd Address of Company- 12A-05 Parinee Crescenzo, 13th Floor, C38-39, G Block, Behind MCA, BKC, Bandra East,MUMBAI,MAHARASHTRA,400051",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BobbiBrownLuxeMatteLipColor4.5g-BurntCherry_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BobbiBrownLuxeMatteLipColor4.5g-BurntCherry_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BobbiBrownLuxeMatteLipColor4.5g-BurntCherry_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BobbiBrownLuxeMatteLipColor4.5g-BurntCherry_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vegan,Bullet,,,,,,,,,,,Matte,Long Lasting,#69202c,Medium Coverage,,Matte,,,,,
EU00116492,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Lipfinity Lipstick - 20,Brown,Brown,2-3 ML,1,INCOLOR,399,299,"INCOLOR Lipfinity Lipstick
Shade name: 20",,,1,Units,,"BROADVIEW MARKETING, BROADVIEW MARKETING G-17 VIJAY NAGAR, DELHI-110009",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10INCOLORLipfinityLipstick-20_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10INCOLORLipfinityLipstick-20_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10INCOLORLipfinityLipstick-20_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10INCOLORLipfinityLipstick-20_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Lightweight,#9d4c45,Full Coverage,,,,,,,
EU00116493,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Set of 2 Power Stay Matte Lips Non-Transfer 12 Hours Stay Velvet Matte Liquid Lipstick 4 ml Each- Candy Red 01- Mauve Matte 23,Red,Candy Red 01- Mauve Matte 23,8-10 ML,1,FORFOR,498,323,Set of 2 Power Stay Matte Lips Non-Transfer 12 Hours Stay Velvet Matte Liquid Lipstick 4 ml Each- Candy Red 01- Mauve Matte 23,,,2,Units,,"HARPREET SINGH, GRD Cosmetics Industries, Bawana-110039",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORSetof2PowerStayMatteLipsNon-Transfer12HoursStayVelvetMatteLiquidLipstick4mlEach-CandyRed01-MauveMatte23_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORSetof2PowerStayMatteLipsNon-Transfer12HoursStayVelvetMatteLiquidLipstick4mlEach-CandyRed01-MauveMatte23_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORSetof2PowerStayMatteLipsNon-Transfer12HoursStayVelvetMatteLiquidLipstick4mlEach-CandyRed01-MauveMatte23_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORSetof2PowerStayMatteLipsNon-Transfer12HoursStayVelvetMatteLiquidLipstick4mlEach-CandyRed01-MauveMatte23_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vitamin E,Liquid,,,,,,,,,,,Velvet,Transfer Proof,,Full Coverage,Regular,Matte,,,,,
EU00116494,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,X Wonder Woman Everlasting Matte Lipstick 3.2 g - Sass 05,Pink,05 Sass,3-3.5 ML,1,SUGAR,799,479,"Sugar X wonder women long-lasting matte lipstick
Comes in a twist and turn airtight container to prevent formula from drying
shade name-Sass
Shade number-06
hex code-#850a21",,,1,Units,,"VELLVETTE LIFESTYLE PVT LTD, VELLVETTE LIFESTYLE PVT. LTD",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARXWonderWomanEverlastingMatteLipstick3.2g-Sass05_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARXWonderWomanEverlastingMatteLipstick3.2g-Sass05_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARXWonderWomanEverlastingMatteLipstick3.2g-Sass05_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARXWonderWomanEverlastingMatteLipstick3.2g-Sass05_4.jpg,,,,(Y),(Y),(N),,,,Women,,,,,Dermatologically Tested,Bullet,,,,,Long Lasting,,,,,,Matte,Long Lasting,#850a21,Full Coverage,,Matte,,,,,
EU00116495,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Super Lustrous Lipstick - Raisin Rage,Purple,Raisin Rage,4-5 ML,1,Revlon,799,559,"Shade name 
Raisin Rage 

Shade number 
426

What it is 
Lipstick 

What it does 
It's got a smooth matte formula that sets within seconds of application.
Formulated with silk-enriched mega-moisturisers and vitamins, this lipstick keeps your lips soft and supple.
Keeps your lips hydrated for long hours.",,,1,Units,,"Flashtech Retail, GS Pharmbutor Pvt Ltd UNIT II, Plot No. 58, 59, 66 & 67, Sector 3 , IIE, Pantnagar , Rudrapur- 263153 , Uttrakhand",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipstick-RaisinRage_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipstick-RaisinRage_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipstick-RaisinRage_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipstick-RaisinRage_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Moisturising,#752e3b,Medium Coverage,,Matte,,,,,
EU00116496,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Matterrific Highly Pigmented Non-Drying Vegan Lipstick with Vitamin E- Go Rouge 125,Pink,Go Rouge 125,4-5 ML,1,Plum,499,399,Matterrific Highly Pigmented Nourishing & Non-Drying Vegan Lipstick with Vitamin E - Go Rouge 125,,,1,Units,,"Pureplay skin sciences(INDIA) PRIVATE LIMITED, Maxima Solutions, Plot No. - 56, Sector - IIDC, IIE, SIDCUL, Pantnagar - 263153. District - Udham Singh Nagar, Uttarakhand. M. L. No.: 6/C/UA/2015",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-GoRouge125_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-GoRouge125_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-GoRouge125_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-GoRouge125_4.jpg,,,,(Y),(Y),(N),,,,,,Vitamin E,,,Vegan,Bullet,"Vitamin E,Vegan",,,,,,,,,,Matte,Non-Drying,,Full Coverage,Regular,,,,,,
EU00116497,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Paris Rouge Signature Matte Liquid Lipstick 7ml - I Conquer 144,Brown,I Conquer 144,6-8 ML,1,LOreal,799,519,"Rouge Signature Matte Liquid Lipstick
Shade name: I Conquer 144",,,1,Units,,"Omnitech Retail, CHN - YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, NO. 18 XIHU ROAD, XILING ECONOMIC DEVELOPING ZONE, YICHANG, CHINA",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisRougeSignatureMatteLiquidLipstick7ml-IConquer144_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisRougeSignatureMatteLiquidLipstick7ml-IConquer144_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisRougeSignatureMatteLiquidLipstick7ml-IConquer144_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisRougeSignatureMatteLiquidLipstick7ml-IConquer144_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00116498,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Smudge Me Not Liquid Lipstick with Vitamin E 4.5 ml - Fiery Berry 17,Purple,Fiery Berry 17,4-5 ML,1,SUGAR,499,424,Smudge Me Not Liquid Lipstick 4.5 ml - Fiery Berry 17,,,1,Units,,"VELLVETTE LIFESTYLE PVT LTD, Vellvette Lifestyle Private Limited B-1004, Palatial Heights, Chandivali Farm Road, Andheri East, Mumbai - 400072",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-FieryBerry17_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-FieryBerry17_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-FieryBerry17_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-FieryBerry17_4.jpg,,,,(Y),(Y),(N),,,,,,Vitamin E,,,Cruelty-Free,Liquid,Vitamin E,,,,,,,,,,Matte,Transfer Proof,#5e1026,Full Coverage,,,,,,,
EU00116499,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Lip Satin Matte Lipstick - Murphy Brown,Brown,Murphy Brown,3-3.5 ML,1,SWISS BEAUTY,249,199,Lip Satin Matte Lipstick,,,1,Units,,"Supercom Net, YIWU RETIN-A IMPORT AND EXPORT CO.,LTD Add :ROOM 601 UNIT 4 XIANGGANGCHENG 4 DISTRICT CHOUCHENG STREET YIWU ZHEJIANG",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SWISSBEAUTYLipSatinMatteLipstick-MurphyBrown_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SWISSBEAUTYLipSatinMatteLipstick-MurphyBrown_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SWISSBEAUTYLipSatinMatteLipstick-MurphyBrown_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Crayon,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,"Satin,Matte",,,,,
EU00116500,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powerstay Set Of 3 Liquid Matte Non-Transfer Lipstick - 4ml Each,Brown,Brown16 Mauve23 Red22,4-5 ML,1,PERPAA,747,448,Powerstay Set Of 3 Liquid Matte Non-Transfer Lipstick - 4ml Each,,,3,Units,,"RIPUDAMAN FASHION PRIVATE LIMITED, GRD Cosmetics Industries, Bawana-110039",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PERPAAPowerstaySetOf3LiquidMatteNon-TransferLipstick-4mlEach_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PERPAAPowerstaySetOf3LiquidMatteNon-TransferLipstick-4mlEach_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PERPAAPowerstaySetOf3LiquidMatteNon-TransferLipstick-4mlEach_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PERPAAPowerstaySetOf3LiquidMatteNon-TransferLipstick-4mlEach_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00116501,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Twist & Go Matte Crayon Lipstick 1.8 g - Brown To Earth 130,Brown,Brown To Earth 130,0-2 ML,1,Plum,699,559,Twist & Go Matte Crayon Lipstick - Brown To Earth 130,,,1,Units,,"Pureplay skin sciences(INDIA) PRIVATE LIMITED, ""M/s. Schwan Cosmetics GmbH & Co KG, Schwanweg 1, 90562 Heroldsberg, Germany """,India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumTwist&GoMatteCrayonLipstick1.8g-BrownToEarth130_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumTwist&GoMatteCrayonLipstick1.8g-BrownToEarth130_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumTwist&GoMatteCrayonLipstick1.8g-BrownToEarth130_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumTwist&GoMatteCrayonLipstick1.8g-BrownToEarth130_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vegan,Crayon,,,,,,,,,,,Matte,Lightweight,,Medium Coverage,Regular,Matte,,,,,
EU00116502,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Pack of 12 Multi Matte Bullet Mini Lipsticks,Multi,Shade-B,20 ML and Above,1,Ronzille,499,279,Ronzille Matte Bullet Mini Lipstick pack of 12 Shade -B,,,12,Units,,"E COMMERCE MART, Ronzille Cosmetics, K-20, krishna Nagar, Delhi-110051",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RonzillePackof12MultiMatteBulletMiniLipsticks_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RonzillePackof12MultiMatteBulletMiniLipsticks_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Easy Application,,Medium Coverage,Regular,Matte,,,,,
EU00116503,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Velvet Soft & 24Hrs Long Lasting Matte Lip Crayon - 12 Midnight Purple 3.5gm,Purple,Purple,10-15 ML,1,Half N Half,299,275,Half N Half Velvet Soft & 24Hrs Long Lasting Matte Lip Crayon - 12 Midnight Purple 3.5gm,,,1,Units,,"Little Profit trading, Little Profit Trading Company 2804, 2nd Floor Main Qutub Road, Sadar Bazar Delhi-110006",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfVelvetSoft&24HrsLongLastingMatteLipCrayon-12MidnightPurple3.5gm_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfVelvetSoft&24HrsLongLastingMatteLipCrayon-12MidnightPurple3.5gm_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfVelvetSoft&24HrsLongLastingMatteLipCrayon-12MidnightPurple3.5gm_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfVelvetSoft&24HrsLongLastingMatteLipCrayon-12MidnightPurple3.5gm_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Crayon,,,,,Long Lasting,,,,,,Velvet,Easy Application,,Full Coverage,Regular,Matte,,,,,
EU00116504,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Colorstay Satin Ink Liquid Lip Color 5 ml - Your Go To,"Red,Grey",Your Go To,4-5 ML,1,Revlon,999,699,Colorstay Satin Ink Liquid Lip Color - Your Go To,,,1,Units,,"Flashtech Retail, G.S.Pharmbutor pvt.ltd.,(unit 2), plot no. 58,59,66&67, Sector 3, I.I.E,Pantnagar, Rudrapur, 263153, Uttarakhand, India",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonColorstaySatinInkLiquidLipColor5ml-YourGoTo_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonColorstaySatinInkLiquidLipColor5ml-YourGoTo_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonColorstaySatinInkLiquidLipColor5ml-YourGoTo_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Velvet,Non-Flaky,,Medium Coverage,Regular,Satin,,,,,
EU00116505,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,"Powerstay Set Of 3 Liquid Matte Lipsticks - Cocoa Brown, Mauve Matte, Peppy Red",Maroon,"Cocoa Brown 16, Mauve Matte 23, Peppy Red 22",4-5 ML,1,FORFOR,747,448,Powerstay Set Of 3 Liquid Matte Lipstick - 4 ml Each,,,3,Units,,"HARPREET SINGH, GRD Cosmetics Industries, Bawana-110039",India,,,,,,,,"https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-CocoaBrown,MauveMatte,PeppyRed_1.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-CocoaBrown,MauveMatte,PeppyRed_2.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-CocoaBrown,MauveMatte,PeppyRed_3.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-CocoaBrown,MauveMatte,PeppyRed_4.jpg",,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Transfer Proof,,Full Coverage,Regular,Matte,,,,,
EU00116506,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Pack Of 24 Shades Bullet Mini Lipsticks,Grey,Multi,20 ML and Above,1,Ronzille,998,399,Pack Of 24 Shades Bullet Mini Lipsticks,,,24,Units,,"E COMMERCE MART, Ronzille Cosmetics, K-20, krishna Nagar, Delhi-110051",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RonzillePackOf24ShadesBulletMiniLipsticks_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RonzillePackOf24ShadesBulletMiniLipsticks_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Smudge Proof,,Full Coverage,Regular,,,,,,
EU00116507,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Matte Velvet Soft 24h Super Stay Lip Crayon - Dark Chocolate 07,Brown,Dark Chocolate,6-8 ML,1,Half N Half,299,275,"Matte Velvet Soft 24h Super Stay Lip Crayon
Shade name: Dark Chocolate
Shade number: 07",,,1,Units,,"Little Profit trading, Little Profit Trading Company 2804, 2nd Floor Main Qutub Road, Sadar Bazar Delhi-110006",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfMatteVelvetSoft24hSuperStayLipCrayon-DarkChocolate07_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfMatteVelvetSoft24hSuperStayLipCrayon-DarkChocolate07_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfMatteVelvetSoft24hSuperStayLipCrayon-DarkChocolate07_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10HalfNHalfMatteVelvetSoft24hSuperStayLipCrayon-DarkChocolate07_4.jpg,,,,(Y),(Y),(N),,,,,,Chocolate,,,Fragrance-Free,Crayon,,,,,,,,,,,Velvet,Easy Application,,Full Coverage,Regular,Matte,,,,,
EU00116508,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Set of 2 Matte Lip Tints - Madly Maroon M-43 & Cherry Jubilee M-70,Maroon,Madly Maroon - Cherry Jubilee,6-8 ML,1,JUICE,360,298,Set of 2 Matte Lip Tints - Madly Maroon M-43 & Cherry Jubilee M-70,,,2,Units,,"JK LIFESTYLE PRIVATE LIMITED, JK LIFESTYLE PVT LTD, B-95/A, UMBERGAON IND. PARK, DEHRI, UMBERGAON - 396171 CC:6262444014 EMAIL:ONLINE@JKLIFESTYLE.IN",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JUICESetof2MatteLipTints-MadlyMaroonM-43&CherryJubileeM-70_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JUICESetof2MatteLipTints-MadlyMaroonM-43&CherryJubileeM-70_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JUICESetof2MatteLipTints-MadlyMaroonM-43&CherryJubileeM-70_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10JUICESetof2MatteLipTints-MadlyMaroonM-43&CherryJubileeM-70_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Waterproof,,Full Coverage,Regular,Matte,,,,,
EU00116509,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,CHAMBOR Extreme Wear Transferproof Liquid Lipstick PURPLE HAZE #409 6 ml,Purple,Wine,5-6 ML,1,Chambor,845,591,"A long-lasting, transfer proof liquid lipstick with a smooth sensorial feel and a creamy matte finish.",,,1,Units,,"Supercom Net, BACCAROSE PERFUMES AND BEAUTY PRODUCTS PRIVATE LIMITED, 66, Maker Chambers VI, Nariman Point, Mumbai 400021",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborCHAMBORExtremeWearTransferproofLiquidLipstickPURPLEHAZE#4096ml_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborCHAMBORExtremeWearTransferproofLiquidLipstickPURPLEHAZE#4096ml_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborCHAMBORExtremeWearTransferproofLiquidLipstickPURPLEHAZE#4096ml_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ChamborCHAMBORExtremeWearTransferproofLiquidLipstickPURPLEHAZE#4096ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,"Transfer Proof,Long Lasting",,,,,,Matte,Waterproof,,Full Coverage,Regular,Matte,,,,,
EU00116510,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,"Powerstay Set Of 3 Liquid Matte Lipsticks - Pink Blush, Cocoa Brown, Peppy Red",Maroon,"Pink Blush 10, Cocoa Brown 16, Peppy Red 22",4-5 ML,1,FORFOR,747,448,Powerstay Set Of 3 Liquid Matte Lipstick - 4 ml Each,,,3,Units,,"HARPREET SINGH, GRD Cosmetics Industries, Bawana-110039",India,,,,,,,,"https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-PinkBlush,CocoaBrown,PeppyRed_1.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-PinkBlush,CocoaBrown,PeppyRed_2.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-PinkBlush,CocoaBrown,PeppyRed_3.jpg","https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FORFORPowerstaySetOf3LiquidMatteLipsticks-PinkBlush,CocoaBrown,PeppyRed_4.jpg",,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Transfer Proof,,Full Coverage,Regular,Matte,,,,,
