Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00073716,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Pigeon Baby Infant Nail Scissors, 1 pc",1 pc,Units,795,580,"Pigeon present this amazing nail scissor for trimming your little ones soft and delicate nails. The rounded tips are safe for the baby and it is made from the fine quality stainless steel. This nail scissor is ideal for baby care. Also, it protects your babys tender skin and it doesnt cause any unnecessary inquiry.", , ,,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40137502_2-pigeon-baby-infant-nail-scissors.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40137502-2_1-pigeon-baby-infant-nail-scissors.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40137502-3_1-pigeon-baby-infant-nail-scissors.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40137502-4_1-pigeon-baby-infant-nail-scissors.jpg,,,,,,, ,Pigeon Baby,1,1,'4902508108027,, , , , , , , , , , , , , , , , ,,,,
EU00073717,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Titania Handbag Hair Set - Comb, Brush and Mirror, Lilac Glitter Look, Pink, DP100134, 3 pcs",3 pcs,Units,649,399,"Titania Glitter-Look Handbag Hair Set is a German quality product characterised by teeth, which are both rounded and burr-free, ensuring that they are gentle on the hair and scalp of your baby. These combs are reliable in both use and effectiveness. It is crafted to provide long-term strength and use for years to come. It features gentle and soft bristles on one side and fine teeth on the other, rounded with smoothly processed ends to glide through the hair with ease to ensure gentle combing for the scalp and hair without catching or pulling.
Benefits:

German-grade quality.
High-quality polypropylene material.
Useful and effective.
Provide long-term strength and durability.
It can be easily stored.", , ,TITANIAÂ® Fabrik GmbH â Fortunastr. 10-14 â D-42489 Wuelfrath â Germany,People's Republic of China,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40247373_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40247373-2_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40247373-3_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40247373-4_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40247373-5_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40247373-6_1-titania-glitter-look-handbag-hair-set-pink-and-lilac-set-of-3-pcs.jpg,,,,, ,Titania,3,1,'400857631716,, , , , , , , , , , , , , , , , ,,Perfect choice for combing and detangling.,"bb Home, Bigbasket.com, 8th Floor, The Fairway Business Park, Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka - 560178",
EU00073718,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Toothbrush- 6M-36M Green, 1 pc",1 pc,Units,149,149,, , ,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40142865_2-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-2_1-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-3_1-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-4_1-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-5_1-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-6_1-chicco-baby-toothbrush-green-6-36m.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40142865-7_1-chicco-baby-toothbrush-green-6-36m.jpg,,,, ,Chicco,1,1,'40142865,, , , , , , , , , , , , , , , , ,,,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",
EU00073719,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Brush And Comb - Pink, 1 pc",1 pc,Units,499,439,"Chicco brush and comb - pink chiccoÃÂ¢âÂ¬âÂ¢s hair care range includes beyond three brushes with relative combs, also one comb small for cradle cap and one mini hair dryer. Both have large handles that allow easy and safe grip.", , ,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",Italy,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012420_1-chicco-brush-and-comb-pink.jpg,,,,,,,,,, ,Chicco,1,1,'8058664011926,, , , , , , , , , , , , , , , , ,,,,
EU00073720,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Buds, 75 Stems/150 Swabs",75 Stems/150 Swabs,Units,110,103,"Johnsons Cotton Buds are greatest for you. These buds are completed from only 100% pure cotton so they are obviously absorbent and gentle on ears. It provides your ears thorough cleaning and takes out all the ear wax. It is also perfect for applying or removing make-up.  For Beauty tips, tricks and more visitÃÆÃÃ¢âÂ¬ÃÂ¡ÃÆÃ¢â¬Å¡https://bigbasket.blog/", , ,"Johnson and Johnson Pvt. Ltd, L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_264003_13-johnsons-baby-buds.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_264003-2_10-johnsons-baby-buds.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_264003-3_8-johnsons-baby-buds.jpg,,,,,,,, ,Johnson's baby,1,1,'890101215508,, , , , , , , , , , , , , , , , ,,"It helps clean the make-up off around the eyes and outer ear. It gently cleans and dries in between babys fingers, toes and around the eyes, nose or outer ear. It can also be used to apply cream to blemishes. It is a great product for your baby and you! Buy Johnson and Johnson Ear Buds online now.","Johnson and Johnson Pvt. Ltd, L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073721,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby No More Tears Baby Shampoo, 500 ml",500ML ,ML,400,340,"Johnson's Baby shampoo is as gentle to the eyes as pure water.
Equipped with a pump for easy usage
It gently cleanses hair and is mild to eyes.
Only Giggles. No More Tears. It is pH balanced and hypoallergenic.
Recommended by doctors.
No Parabens, No Formaldehyde, No Dye.
Every Johnsons product passes a 5 level safety assurance processes, ensuring every ingredient is safe for use.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_262921_18-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-2_17-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-3_20-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-4_20-johnsons-baby-no-more-tears-baby-shampoo.jpg,,,,,,, ,Johnson's baby,1,1,'8901012116944,, , , , , , , , , , , , , , , , ,,"Wet your baby's hair with warm water and gently massage in a dollop of shampoo.Lather, rinse and enjoy this special moment together.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073722,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby No More Tears Baby Shampoo, 100 ml",100ML ,ML,98,92.12,"Johnson's Baby shampoo is as gentle to the eyes as pure water.
Equipped with a pump for easy usage
It gently cleanses hair and is mild to eyes.
Only Giggles. No More Tears. It is pH balanced and hypoallergenic.
Recommended by doctors.
No Parabens, No Formaldehyde, No Dye.
Every Johnsons product passes a 5 level safety assurance processes, ensuring every ingredient is safe for use.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_262921_18-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-2_17-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-3_20-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-4_20-johnsons-baby-no-more-tears-baby-shampoo.jpg,,,,,,, ,Johnson's baby,1,1,'8901012116944,, , , , , , , , , , , , , , , , ,,"Wet your baby's hair with warm water and gently massage in a dollop of shampoo.Lather, rinse and enjoy this special moment together.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073723,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby No More Tears Baby Shampoo, 200 ml",200ML ,ML,185,170.2,"Johnson's Baby shampoo is as gentle to the eyes as pure water.
Equipped with a pump for easy usage
It gently cleanses hair and is mild to eyes.
Only Giggles. No More Tears. It is pH balanced and hypoallergenic.
Recommended by doctors.
No Parabens, No Formaldehyde, No Dye.
Every Johnsons product passes a 5 level safety assurance processes, ensuring every ingredient is safe for use.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_262921_18-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-2_17-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-3_20-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-4_20-johnsons-baby-no-more-tears-baby-shampoo.jpg,,,,,,, ,Johnson's baby,1,1,'8901012116944,, , , , , , , , , , , , , , , , ,,"Wet your baby's hair with warm water and gently massage in a dollop of shampoo.Lather, rinse and enjoy this special moment together.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073724,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby No More Tears Baby Shampoo, 50 ml",50ML ,ML,62,58.9,"Johnson's Baby shampoo is as gentle to the eyes as pure water.
Equipped with a pump for easy usage
It gently cleanses hair and is mild to eyes.
Only Giggles. No More Tears. It is pH balanced and hypoallergenic.
Recommended by doctors.
No Parabens, No Formaldehyde, No Dye.
Every Johnsons product passes a 5 level safety assurance processes, ensuring every ingredient is safe for use.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_262921_18-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-2_17-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-3_20-johnsons-baby-no-more-tears-baby-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_262921-4_20-johnsons-baby-no-more-tears-baby-shampoo.jpg,,,,,,, ,Johnson's baby,1,1,'8901012116944,, , , , , , , , , , , , , , , , ,,"Wet your baby's hair with warm water and gently massage in a dollop of shampoo.Lather, rinse and enjoy this special moment together.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073725,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Baby Soap, 150 g",150g,Grams,115,105.8,"Johnson's baby soap is enriched with Vitamin E. Easy to grip bar for bathing your newborn, recommended by the doctors. No Sulfates, No Parabens, No Dyes. Johnson's baby soap has a rich, creamy lather that gently cleanses and helps keep your baby's skin soft and supple. Preserves baby's natural skin moisture. Clinically mildness proven.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_299670_17-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-2_15-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-3_13-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-4_12-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-5_4-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-6_1-johnsons-baby-baby-soap.jpg,,,,, ,Johnson's baby,1,1,'8901012116661,, , , , , , , , , , , , , , , , ,,"Gently massage Baby soap against your baby's skin or lather against a soft washcloth, then rinse.With warm water, our improved bar and your soothing touch, bathtime will be extra special time for both of you.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073726,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Baby Soap, 100 g",100g,Grams,78,73.32,"Johnson's baby soap is enriched with Vitamin E. Easy to grip bar for bathing your newborn, recommended by the doctors. No Sulfates, No Parabens, No Dyes. Johnson's baby soap has a rich, creamy lather that gently cleanses and helps keep your baby's skin soft and supple. Preserves baby's natural skin moisture. Clinically mildness proven.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_299670_17-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-2_15-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-3_13-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-4_12-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-5_4-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-6_1-johnsons-baby-baby-soap.jpg,,,,, ,Johnson's baby,1,1,'8901012116661,, , , , , , , , , , , , , , , , ,,"Gently massage Baby soap against your baby's skin or lather against a soft washcloth, then rinse.With warm water, our improved bar and your soothing touch, bathtime will be extra special time for both of you.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073727,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Baby Soap, 75 g",75g,Grams,62,60.14,"Johnson's baby soap is enriched with Vitamin E. Easy to grip bar for bathing your newborn, recommended by the doctors. No Sulfates, No Parabens, No Dyes. Johnson's baby soap has a rich, creamy lather that gently cleanses and helps keep your baby's skin soft and supple. Preserves baby's natural skin moisture. Clinically mildness proven.", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_299670_17-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-2_15-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-3_13-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-4_12-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-5_4-johnsons-baby-baby-soap.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_299670-6_1-johnsons-baby-baby-soap.jpg,,,,, ,Johnson's baby,1,1,'8901012116661,, , , , , , , , , , , , , , , , ,,"Gently massage Baby soap against your baby's skin or lather against a soft washcloth, then rinse.With warm water, our improved bar and your soothing touch, bathtime will be extra special time for both of you.","Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
EU00073728,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 400 ml",400ML ,ML,300,220,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073729,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 100 ml",100ML ,ML,100,95,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073730,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 200 ml",200ML ,ML,175,161,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073731,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 50 ml",50ML ,ML,50,48,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073732,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 500 ml",500ML ,ML,375,318.75,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073733,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Lotion, 200 ml",200ML ,ML,170,140,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.", , ,"The Himalaya Drug Company, Makali, Bangalore-562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20002821_3-himalaya-baby-baby-lotion.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20002821-2_1-himalaya-baby-baby-lotion.jpg,,,,,,,,, ,Himalaya Baby,1,1,'8901138512583,, , , , , , , , , , , , , , , , ,,Apply all over your babyÃÆÂ¢ÃÂ¢Ã¢â¬Å¡Â¬ÃÂ¢Ã¢â¬Å¾Â¢s body after bath.,"The Himalaya Drug Company, Makali, Bangalore-562162",
EU00073734,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Powder, 400 g",400g,Grams,250,177,Himalayas Baby Powder eliminates dryness and keeps babys skin cool and comfortable., , ,"Himalaya Baby Care, Makali, Bangalore - 562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_100526377_4-himalaya-baby-baby-powder.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_100526377-2_1-himalaya-baby-baby-powder.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_100526377-3_1-himalaya-baby-baby-powder.jpg,,,,,,,, ,Himalaya Baby,1,1,'80901138824037,, , , , , , , , , , , , , , , , ,,"After bathing baby, apply Baby Powder to delicate areas of the body like face, knees and elbows. Avoid the area around the eyes.","Himalaya Baby Care, Makali, Bangalore - 562162",
EU00073735,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Baby Powder, 100 gBottle",100g Bottle,Grams,83,83,Himalayas Baby Powder eliminates dryness and keeps babys skin cool and comfortable., , ,"Himalaya Baby Care, Makali, Bangalore - 562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_100526377_4-himalaya-baby-baby-powder.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_100526377-2_1-himalaya-baby-baby-powder.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_100526377-3_1-himalaya-baby-baby-powder.jpg,,,,,,,, ,Himalaya Baby,1,1,'80901138824037,, , , , , , , , , , , , , , , , ,,"After bathing baby, apply Baby Powder to delicate areas of the body like face, knees and elbows. Avoid the area around the eyes.","Himalaya Baby Care, Makali, Bangalore - 562162",
EU00073736,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Shampoo - Gentle Baby, 400 mlBottle",400ML Bottle,ML,320,229,"A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp.", , ,"Himalaya Baby Care, Makali, Bangalore - 562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40020805_4-himalaya-baby-shampoo-gentle-baby.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40020805-2_1-himalaya-baby-shampoo-gentle-baby.jpg,,,,,,,,, ,Himalaya Baby,1,1,'40020805,, , , , , , , , , , , , , , , , ,,,"Himalaya Baby Care, Makali, Bangalore - 562162",
EU00073737,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Himalaya Baby Shampoo - Gentle Baby, 200 ml",200ML ,ML,185,136,"A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp.", , ,"Himalaya Baby Care, Makali, Bangalore - 562162",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40020805_4-himalaya-baby-shampoo-gentle-baby.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40020805-2_1-himalaya-baby-shampoo-gentle-baby.jpg,,,,,,,,, ,Himalaya Baby,1,1,'40013495,, , , , , , , , , , , , , , , , ,,,"Himalaya Baby Care, Makali, Bangalore - 562162",
EU00073738,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnson's baby Baby Soap - Blossoms, 75 g",75g,Grams,68,65.96,"Johnsons baby soap is cleanse your babys face and body with this form-fitting, grippable bar for easy bathing. keep your babys skin feeling healthy and smooth with this soap.  For Beauty tips, tricks and more visit http://lookbeautiful.in/", , ,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_20004207_8-johnsons-baby-baby-soap-blossoms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20004207-2_6-johnsons-baby-baby-soap-blossoms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20004207-3_7-johnsons-baby-baby-soap-blossoms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20004207-4_6-johnsons-baby-baby-soap-blossoms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_20004207-5_3-johnsons-baby-baby-soap-blossoms.jpg,,,,,, ,Johnson's baby,1,1,'8901012116678,, , , , , , , , , , , , , , , , ,,,"Johnson and Johnson Pvt. Ltd. , L.B.S Marg, Mulund (West), Mumbai - 400080, India",
