Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00004025,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Extreme Eau De Toilette 100ml,,75-100 ML,1,HRX,1900,1900,Extreme Men Eau de Toilette 100 ml,,,1,Units,,"Flashstar Commerce, Floressence Perfumes Pvt Ltd , Gate No. 172, Daravli Village , Taluka Mulshi, Pune -412108 , Marketed By BACCAROSE Perfumes & Beauty Products Ltd",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenExtremeEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenExtremeEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenExtremeEauDeToilette100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Liquid,,,,Fresh,,Fruity,Floral,20860400,https://www.myntra.com/perfume-and-body-mist/hrx/hrx-men-extreme-eau-de-toilette-100ml/20860400/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004026,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Eye Of Ocean Premium Quality Eau De Parfume - 50 ml,,25-50 ML,1,Menjewell,599,509,Men Eye Of Ocean Premium Quality Eau De Parfume,,,1,Units,,"Shri Kamakhya Fashion Works HUF, Shri kamakhya fashion works huf. c-57, near Kharghar ka raja Ganesh Templesector-12, kharghar, Navi Mumbai-410210",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellMenEyeOfOceanPremiumQualityEauDeParfume-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellMenEyeOfOceanPremiumQualityEauDeParfume-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellMenEyeOfOceanPremiumQualityEauDeParfume-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MenjewellMenEyeOfOceanPremiumQualityEauDeParfume-50ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Warm and Spicy,,Oceanic,Warm and Spicy,18278644,https://www.myntra.com/perfume-and-body-mist/menjewell/menjewell-men-eye-of-ocean-premium-quality-eau-de-parfume---50-ml/18278644/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004027,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men F Free Time Eau De Toilette 100ml,,100ml,1,Salvatore Ferragamo,6400,5120,F Free Time Eau De Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Salvatore Ferragamo By F Free Time Edt 100ml,Ferragamo Parfumes S.A, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFFreeTimeEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFFreeTimeEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFFreeTimeEauDeToilette100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFFreeTimeEauDeToilette100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fruity,Warm and Spicy,1677430,https://www.myntra.com/perfume-and-body-mist/salvatore-ferragamo/salvatore-ferragamo-men-by-f-free-time-eau-de-toilette-50-ml/1677429/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004028,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men F Pour Homme Black Eau De Toilette 100ml,Black,100ml,1,Salvatore Ferragamo,6400,5120,F Pour Homme Black Eau De Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Salvatore Ferragamo By F Pour Homme Black Edt 100ml,Ferragamo Parfumes S.A, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFPourHommeBlackEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SalvatoreFerragamoMenFPourHommeBlackEauDeToilette100ml_2.jpg,,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Fresh,1677426,https://www.myntra.com/perfume-and-body-mist/salvatore-ferragamo/salvatore-ferragamo-men-by-f-pour-homme-black-eau-de-toilette-50-ml/1677425/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004029,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Facin8 Eau De Parfum - 100 ml,,75-100 ML,1,Ajmal,999,589,Men Facin8 Eau De Parfum,,,1,Units,,"Ajmal and Sons - SJIT, Ajmal Sons, Plot No. R-335, T.T.C. Industrial area, MIDC Rabale, Navi Mumbai, Dist - Thane - 400701, Maharashtra, India.; M/s. AJMALS PERFUME MANUFACTURING OUDH PROCESSING INDUSTRY LLC, 4TH STREET, Off. SHEIKH ZAYED ROAD, AI QUOZ INDUSTRIAL AREA No.3, PO BOX 3141, DUBAI - (United Arab Emirates)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalMenFacin8EauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalMenFacin8EauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalMenFacin8EauDeParfum-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalMenFacin8EauDeParfum-100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Woody,,Fruity,Green,18060714,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-men-facin8-eau-de-parfum---100-ml/18060714/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004030,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Fakhar Eau De Parfum 100ml,,90-100 ML,1,Lattafa,2200,2200,Lattafa Men Fakhar Eau De Parfum 100ml,,,1,Units,,"Redwood International, Lattafa Perfumes industries L.L.C.,United arab Emirates,U.A.E-125212",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaMenFakharEauDeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaMenFakharEauDeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaMenFakharEauDeParfum100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,,,,,,Fresh,,,,13324008,https://www.myntra.com/perfume-and-body-mist/lattafa/lattafa-men-fakhar-eau-de-parfum-100ml/13324008/buy,Mild,Regular,Perfume,,,,,,,,,,,,,
EU00004031,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Fellas Eau de Parfum - 20ml,,0-25 ML,1,BELAVENIR,399,339,Fellas Eau de Parfum,,,1,Units,,"ARCHIES LIMITED, Bel Avenir 102, Shree Ganesh Ind Area Eastate Waliv. Vasai Dist Palghar 401208 , CC +917777057868 Email - care@belavenirperfumes.com.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenFellasEaudeParfum-20ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenFellasEaudeParfum-20ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenFellasEaudeParfum-20ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenFellasEaudeParfum-20ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Cruelty-Free,Spray,,,,Fresh,,Fruity,Floral,20691580,https://www.myntra.com/perfume-and-body-mist/belavenir/belavenir-men-fellas-eau-de-parfum---20ml/20691580/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004032,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Firewood Eau De Perfume 30 ml,,25-50 ML,1,THE MAN COMPANY,599,197,Men Firewood Eau De Perfume,,,1,Units,,"Helios lifestyle Pvt Ltd - SJIT, HELIOS LIFESTYLE PRIVATE LIMITED Spazedge, Tower- B, 522-526, Sec. 47, Gurgaon- 122002,Haryana",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYMenFirewoodEauDePerfume30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYMenFirewoodEauDePerfume30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYMenFirewoodEauDePerfume30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15THEMANCOMPANYMenFirewoodEauDePerfume30ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Clean Ingredients,Spray,,,,Woody,,Woody,Woody,15058470,https://www.myntra.com/perfume-and-body-mist/the-man-company/the-man-company-men-firewood-eau-de-perfume-30-ml/15058470/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004033,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men First Class Eau de Toilette 50 ml,Pink,25-50 ML,1,AIGNER,4050,2632,"What it is
Frangrance designed for timeless elegance which keeps you fresh all day long

Notes
Top notes: Fresh and fruity tones of grapefruit, bergamot and apple
Heart notes: Spicy pink pepper, sweet melon and refined jasmine
Base notes: Sensual aromas of patchouli, vetiver, amber and oak moss",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Patchouli,Vetiver,Grapefruit,Jasmine",,,Night Time Fragrance,Spray,,,Day,Woody,,Woody,Woody,9018703,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-men-first-class-eau-de-toilette-50-ml/9018703/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004034,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men First Class Eau de Toilette 50ml,Pink,50ml,1,AIGNER,4050,2632,"What it is
Frangrance designed for timeless elegance which keeps you fresh all day long

Notes
Top notes: Fresh and fruity tones of grapefruit, bergamot and apple
Heart notes: Spicy pink pepper, sweet melon and refined jasmine
Base notes: Sensual aromas of patchouli, vetiver, amber and oak moss",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEaudeToilette50ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Patchouli,Vetiver,Grapefruit,Jasmine",,,Night Time Fragrance,Spray,,,Day,Woody,,Woody,Woody,9018703,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-men-first-class-edt-100-ml/4928215/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004035,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men First Class EDT 100ml,"White,Orange,Grey,Pink",100ml,1,AIGNER,5500,3575,"What it is:
The new fragrance First Class Executive enchants men with the extravagant design of the dark bottle with an elegant gradient from grey to white and its beguiling scent.

Features:
The top note of fresh chord of grapefruit, bergamot and sweet orange. Which, with a hint of pink pepper, enhances the fragrance to the smallest nuances.
Jasmine and orange blossoms in the heart give the fragrance a light and casual, stylish character.
The aroma of this masculine Eau de Toilette is rounded off with notes of vetiver and amber, woody accents such as oak moss, white musk and earthy patchouli.",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEDT100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEDT100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEDT100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassEDT100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Orange,Jasmine,Patchouli,Vetiver,Grapefruit",,,Night Time Fragrance,Spray,,,Casual,Woody,Grey,Woody,Woody,4928215,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-men-first-class-eau-de-toilette-50-ml/9018703/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004036,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men First Class Executive Eau de Toilette 50 ml,"White,Orange,Pink",25-50 ML,1,AIGNER,4550,2957,"What it is
An elegant gradient perfume with the extravagant design for men

Notes
Top notes: Fresh chord of grapefruit, bergamot and sweet orange, pink pepper
Heart notes: Jasmine and orange blossoms
Base notes: Vetiver and amber, woody accents such as oak moss, white musk and earthy patchouli",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassExecutiveEaudeToilette50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassExecutiveEaudeToilette50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassExecutiveEaudeToilette50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERMenFirstClassExecutiveEaudeToilette50ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Orange,Jasmine,Patchouli,Vetiver,Grapefruit",,,Night Time Fragrance,Spray,,,,Woody,,Woody,Woody,9018721,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-men-first-class-executive-eau-de-toilette-50-ml/9018721/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004037,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men For Men Azure Eau De Toilette 100ml,"Violet,Lavender",75-100 ML,1,BENTLEY,5450,4087,"Fragrance classification: Eau De Toilette 
Top Notes:
Citrus, Pineapple, Violet leaf
Heart Notes:
Pimento, Lavender, Sage, Tea
Base notes:
Cashmere woods, Tonka bean, Orcanox",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Bentley For Men Azure Edt 100ml,Bently Fragrances Ltd., Ch-8125 Zollkerberg",Switzerland,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BENTLEYMenForMenAzureEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BENTLEYMenForMenAzureEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BENTLEYMenForMenAzureEauDeToilette100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BENTLEYMenForMenAzureEauDeToilette100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,Lavender,,,Night Time Fragrance,Spray,,,,Woody,,Woody,Woody,2277393,https://www.myntra.com/perfume-and-body-mist/bentley/bentley-men-for-men-azure--eau-de-toilette-100ml/2277393/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004038,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Forever Eau de Toilette - 75ml,,50-75 ML,1,GUESS,4750,2375,"Forever Eau de Toilette
Fragrance:Fresh
Strength:Medium
Top Note: Woody",,,1,Units,,"Supercom Net, 551 5th Avenue Suite 1500, New York, NY 10176",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GUESSMenForeverEaudeToilette-75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GUESSMenForeverEaudeToilette-75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GUESSMenForeverEaudeToilette-75ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GUESSMenForeverEaudeToilette-75ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Night Time Fragrance,Spray,,,,Fresh,,Woody,Fruity,18648386,https://www.myntra.com/perfume-and-body-mist/guess/guess-men-forever-eau-de-toilette---75ml/18648386/buy,Medium,Regular,Eau de Toilette,,,,,,,,,,,,,
EU00004039,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Freedom Perfume and Body Mist 100ml,,75-100 ML,1,Snitch,1199,1019,Freedom Perfume and Body Mist 100ml,,,1,Units,,"4M CLOTHING LLP, 4M Clothing LLP,No.5/1,3rd Floor, Surana Arcade, 4th Cross, Lal Bagh Main Rd, K.S. Garden, Bengaluru, 560027",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SnitchMenFreedomPerfumeandBodyMist100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SnitchMenFreedomPerfumeandBodyMist100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SnitchMenFreedomPerfumeandBodyMist100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15SnitchMenFreedomPerfumeandBodyMist100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Warm and Spicy,,Fruity,Floral,18707210,https://www.myntra.com/perfume-and-body-mist/snitch/snitch-men--freedom-perfume-and-body-mist-100ml/18707210/buy,Medium,Sustainable,,,,,,,,,,,,,,
EU00004040,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Fresh Body Spray - 250ml,,200-300 ML,1,FILA,1500,1200,Fresh Body Spray,,,1,Units,,"Omnitech Retail, Imported byBACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FILAMenFreshBodySpray-250ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FILAMenFreshBodySpray-250ml_2.jpg,,,,,,(Y),(Y),(N),,,,Male,,,,,,Liquid,,,,Oriental,,Fruity,Woody,18345468,https://www.myntra.com/perfume-and-body-mist/fila/fila-men-fresh-body-spray---250ml/18345468/buy,Mild,Regular,Body Mist,,,,,,,,,,,,,
EU00004041,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Frozen Eau De Perfume - 100ml,,75-100 ML,1,JOHN PHILLIPS,1500,599,Frozen Eau De Perfume,,,1,Units,,"PIONEER HERBALS, Pioneer Herbals, Sr.No 175/2-B, NEAR WELLKNOWN TEXTILE Athiawad, Dabhel, Daman 396215 (U.T) INDIA",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSMenFrozenEauDePerfume-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSMenFrozenEauDePerfume-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSMenFrozenEauDePerfume-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JOHNPHILLIPSMenFrozenEauDePerfume-100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Warm and Spicy,18702784,https://www.myntra.com/perfume-and-body-mist/john-phillips/john-phillips-men-frozen-eau-de-perfume---100ml/18702784/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004042,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Funster Eau De Parfum - 100 ml,,75-100 ML,1,Body Cupid,999,899,Men Funster Eau De Parfum,,,1,Units,,"Body Cupid Cosmetics Private Limited, KARONA AEROSOL LLP,445, Rai Industrial Area,Dist- Sonipat Haryana- 131001",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidMenFunsterEauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidMenFunsterEauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BodyCupidMenFunsterEauDeParfum-100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Cruelty-Free,Spray,,,,Woody,,Warm and Spicy,Warm and Spicy,17217966,https://www.myntra.com/perfume-and-body-mist/body-cupid/body-cupid-men-funster-eau-de-parfum---100-ml/17217966/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004043,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Futura La Homme Intense Eau De Parfum 100 ml,,75-100 ML,1,Armaf,2650,2279,Men Futura La Homme Intense Eau De Parfum,,,1,Units,,"Multi Import, STERLING PERFUMES Industries LLC - P.O. Box: 40769. Dubai-U.A.E",Saudi Arabia,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafMenFuturaLaHommeIntenseEauDeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafMenFuturaLaHommeIntenseEauDeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafMenFuturaLaHommeIntenseEauDeParfum100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ArmafMenFuturaLaHommeIntenseEauDeParfum100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fruity,,Fruity,Floral,16653892,https://www.myntra.com/perfume-and-body-mist/armaf/armaf-men-futura-la-homme-intense-eau-de-parfum-100-ml/16653892/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004044,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Gallant Eau de Parfum - 20ml,,0-25 ML,1,BELAVENIR,399,339,Gallant Eau de Parfum,,,1,Units,,"ARCHIES LIMITED, Bel Avenir 102, Shree Ganesh Ind Area Eastate Waliv. Vasai Dist Palghar 401208 , CC +917777057868 Email - care@belavenirperfumes.com.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantEaudeParfum-20ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantEaudeParfum-20ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantEaudeParfum-20ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantEaudeParfum-20ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Cruelty-Free,Spray,,,,Woody,,Fruity,Floral,20691572,https://www.myntra.com/perfume-and-body-mist/belavenir/belavenir-men-gallant-eau-de-parfum---20ml/20691572/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004045,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Gallant Perfume - 100 ml,,75-100 ML,1,BELAVENIR,999,799,Gallant men perfume - 100 ml,,,1,Units,,"ARCHIES LIMITED, Bel Avenir Office No. 77, Level 2, Dewan Centre, Swami Vivekananda Rd, Jogeshwari West, Mumbai, Maharashtra 400102",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantPerfume-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantPerfume-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantPerfume-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BELAVENIRMenGallantPerfume-100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Fresh,16013432,https://www.myntra.com/perfume-and-body-mist/belavenir/belavenir-men-gallant-perfume---100-ml/16013432/buy,Medium,Regular,,,,,,,,,,,,,,
