L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Chicken - Meat Loaf, 100 g Pouch",Sliced Pieces form grilled Meat Loaf. Fry it shortly or enjoy it at Sandwiches or pur as a snack,100 g Pouch,g,100 g Pouch,1,1,96,96,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['40015772'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40015772_6-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-2_7-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-3_7-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-4_7-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-5_6-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-6_6-bon-appetit-chicken-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015772-7_6-bon-appetit-chicken-meat-loaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40015772', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Krakauer - Chicken Garlic, 300 g Pouch","Bon Appetit Krakauer - Chicken Garlic, 300 g Pouch",300 g Pouch,g,300 g Pouch,1,1,328,328,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['40003081'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40003081_11-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-2_9-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-3_9-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-4_8-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-5_6-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-6_11-bon-appetit-krakauer-chicken-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003081-7_12-bon-appetit-krakauer-chicken-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40003081', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Krakauer - Pork Garlic, 300 g Pouch","Bon Appetit Krakauer - Pork Garlic, 300 g Pouch",300 g Pouch,g,300 g Pouch,1,1,525,525,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['8908002778694'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40003076_11-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-2_8-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-3_8-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-4_7-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-5_14-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-6_13-bon-appetit-krakauer-pork-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003076-7_14-bon-appetit-krakauer-pork-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908002778694', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Nuremberger - Chicken, 300 g Pouch","Bon Appetit Nuremberger - Chicken, 300 g Pouch",300 g Pouch,g,300 g Pouch,1,1,326,326,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['40003084'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40003084_10-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-2_8-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-3_8-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-4_7-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-5_8-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-6_8-bon-appetit-nuremberger-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003084-7_8-bon-appetit-nuremberger-chicken.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40003084', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Nuremberger - Pork, 300 g Pouch","Bon Appetit Nuremberger - Pork, 300 g Pouch",300 g Pouch,g,300 g Pouch,1,1,565,565,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['8908002778861'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40003091_8-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-2_8-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-3_8-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-4_7-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-5_5-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-6_5-bon-appetit-nuremberger-pork.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003091-7_5-bon-appetit-nuremberger-pork.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908002778861', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Black Forest Ham, 100 g Pouch",thin pieces of a strong smoked Ham. Very tasty Smoke and Salty flavour.Use it on brown Breat.,100 g Pouch,g,100 g Pouch,1,1,315,315,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",India,['8908002778847'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015769_3-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-2_1-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-3_1-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-4_1-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-5_1-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-6_1-bon-appetit-pork-black-forest-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015769-7_1-bon-appetit-pork-black-forest-ham.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908002778847', 'Country of origin: India', ""Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India"", 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Breakfast Bacon, 300 g",It's an Indian delicacy with the rich aroma with some uncommon spices and Fresh poultry. The finished result is delicious and milder in flavor than the amount of spices would predict. Can be eaten as a snack. It's properly packed and frozen to ensure that it retains its taste and aroma. Should be Kept Frozen at or below -18 C,300 g,g,300 g,1,1,545,545,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['8908002778939'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40055120_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-2_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-3_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-4_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-5_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-6_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-7_7-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-8_1-bon-appetit-pork-breakfast-bacon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055120-9_1-bon-appetit-pork-breakfast-bacon.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908002778939', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Cold Cut Chilli, 100 g Pouch",Sliced Cold Cut with Paprika Flakes. Pur Pork with nice Chile taste. Perfect for Sandwiches and Baguettes,100 g Pouch,g,100 g Pouch,1,1,158,158,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",India,['40015765'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015765_6-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-2_6-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-3_6-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-4_6-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-5_7-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-6_7-bon-appetit-pork-cold-cut-chilli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015765-7_7-bon-appetit-pork-cold-cut-chilli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keep frozen. Thaw before using.,"['EAN Code: 40015765', 'Country of origin: India', ""Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India"", 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",-,-,-,"Porkmeat, Mustard, Powdered Dextose, Sugar, Water, Ginger, Garlic, Parprika,",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Cold Cut Paprika, 100 g","Its fine cold cuts mostly eaten in the breakfast. Mixture of freshly minced poultry, spices and flavouring agents. The Finished result is delicious and soft in texture. It's properly packed and frozen to ensure that it retains its taste and aroma. Should be Kept Frozen at or below -18Â‚ÂÂ‚Â‚ÂšÂ‚Â‚Â‚‚ÂºC.",100 g,g,100 g,1,1,157,157,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",India,['40049616'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049616_5-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-2_6-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-3_6-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-4_6-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-5_6-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-6_6-bon-appetit-pork-cold-cut-paprika.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049616-7_6-bon-appetit-pork-cold-cut-paprika.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40049616', 'Country of origin: India', ""Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India"", 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Cooked Ham, 100 g Pouch",Sliced Pieces from a whole Pork Ham. A nice smoke flavour with tenderness bite. Enjoy it on Pizza or bimb your Salad with cuted strips from this incredible product.,100 g Pouch,g,100 g Pouch,1,1,225,225,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['40015768'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40015768_6-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-2_11-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-3_6-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-4_6-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-5_6-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-6_10-bon-appetit-pork-cooked-ham.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015768-7_10-bon-appetit-pork-cooked-ham.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40015768', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Meat Loaf, 100 g Pouch",Sliced Pieces form grilled Meat Loaf. Fry it shortly or enjoy it at Sandwiches or pur as a snack.,100 g Pouch,g,100 g Pouch,1,1,157,157,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",India,['40015766'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015766_6-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-2_7-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-3_7-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-4_7-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-5_7-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-6_11-bon-appetit-pork-meat-loaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015766-7_12-bon-appetit-pork-meat-loaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40015766', 'Country of origin: India', ""Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India"", 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele, Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Pork - Pepperoni Salami, 100 g Pouch","Sliced Salami Pur Pork as German purty rules, useable for doppings (Pizza, Sandwiches and Baguettes)",100 g Pouch,g,100 g Pouch,1,1,285,285,Bon Appetit Food Chain Pvt Ltd,India,['40015764'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015764_6-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-2_4-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-3_4-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-4_4-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-5_4-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-6_4-bon-appetit-pork-pepperoni-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015764-7_4-bon-appetit-pork-pepperoni-salami.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keep frozen. Thaw before using.,"['EAN Code: 40015764', 'Country of origin: India', '",-,-,-,-,"Porkmeat, Mustard, Powdered Dextose, Sugar",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Bon Appetit,"Bon Appetit Sausage - Chicken with Chives, 300 g Pouch","Bon Appetit Sausage - Chicken with Chives, 300 g Pouch",300 g Pouch,g,300 g Pouch,1,1,312,312,"Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",India,['40003080'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40003080_10-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-2_8-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-3_8-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-4_7-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-5_5-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-6_5-bon-appetit-sausage-chicken-with-chives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40003080-7_5-bon-appetit-sausage-chicken-with-chives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40003080', ""Manufactured & Marketed By: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India"", 'Country of origin: India', 'FSSAI Number :', 'Best before 15-07-2023', '","Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Buffet,"Buffet Chicken Bockwurst with Granulated Pepper - Heat & Serve, 400 g Pouch","Peppery Munich style chicken sausages loved around the world.
100% chicken, no artificial flavors & no preservatives - enjoy ham the way its meant to be.",400 g Pouch,g,400 g Pouch,1,1,325,325,"Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534",India,['40002875'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40002875_4-buffet-chicken-bockwurst-with-granulated-pepper-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002875-3_3-buffet-chicken-bockwurst-with-granulated-pepper-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002875-4_3-buffet-chicken-bockwurst-with-granulated-pepper-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002875-5_3-buffet-chicken-bockwurst-with-granulated-pepper-heat-serve.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40002875', 'Manufactured & Marketed by:Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '","Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534",-,-,-,"Chicken Meat (63%), Water (29%), Cereal Binder - Rusk powder (2%), Isolated Soya Protein, Curing salt (E250), Hydroxypropyl Distarch Phosphate (E1442), Mixed Spices, Disodium diphosphate (E450[i]), Tetrasodium diphosphate (E450[iii], Pentasodium triphosphate (E451[i]), Potassium polyphosphate (E452[ii]), Salt, Monosodium Glutamate (E621), Ascorbic acid (E300), Canthaxanthin (E161g).",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Buffet,"Buffet Chicken Cocktail Sausage - Heat & Serve, 200 g Pouch","Bite-sized sausages with our signature mix of herbs and spices.
100% chicken, no fake flavors and zero preservatives - get pleasure from sausage the way its meant to be.
Make a fast appetizer with sausage, pineapple and cheese sticks on a toothpick.",200 g Pouch,g,200 g Pouch,1,1,175,175,"Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534",India,['8901968333389'],[''],https://datalabs.siva3.io/image/Eunimart_groceries_40002877_1-buffet-chicken-cocktail-sausage-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002877-2_1-buffet-chicken-cocktail-sausage-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002877-3_1-buffet-chicken-cocktail-sausage-heat-serve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40002877-4_1-buffet-chicken-cocktail-sausage-heat-serve.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901968333389', 'Manufactured & Marketed by:Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-09-2023', '","Amalgam Frozen Foods Pvt Ltd 1/25, Aroor Mukkam, Aroor P.O Alapuzha Dist - 688534",-,-,-,"Chicken Meat (61%), Water (26%), Refined palm oil (4%), Cereal Binder - Rusk powder, Isolated Soya Protein, Salt, Hydroxypropyl Distarch Phosphate (E1442), Mixed Spices, Disodium diphosphate (E450[i]), Tetrasodium diphosphate (E450[iii], Pentasodium triphosphate (E451[i]), Potassium polyphosphate (E452[ii]), Curing salt (E250), Sugar, Ascorbic acid (E300), Canthaxanthin (E161g).",-,-,-
