L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuit - Chatpata Spicy, Tangy & Crispy, Teatime Snack, 60 g Pouch",Bisk Farm Spicy Biscuits are good for your health. Both children and adults enjoy it. It can be taken every day as a snack. They are tasty and have crispiness in every bite. It is a wonderful tea-time snack that can be enjoyed with morning or evening brew. It is perfect for individuals who enjoy trying something new.,60 g Pouch,g,60 g Pouch,1,1,10,10,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004486'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004486_4-bisk-farm-biscuit-chatpata-spicy-tangy-crispy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004486-2_3-bisk-farm-biscuit-chatpata-spicy-tangy-crispy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004486-3_2-bisk-farm-biscuit-chatpata-spicy-tangy-crispy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004486-4_2-bisk-farm-biscuit-chatpata-spicy-tangy-crispy-teatime-snack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40004486', 'Country of origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before __PSL__ days from the delivery date', '",-,-,-,-,"Store in a cool and dry place.
Keep away from direct sunlight.","Wheat Flour (63.63%), Edible Vegetable Oil, Sugar, Salt, Invert Syrup, Yeast, Liquid Glucose, Condensed Milk, Spices, Malt Extract, Acidity Regulator (330), Leavening Agents [336, 500(Ii), 503(Ii)], Emulsifier [472(E)], Dough Conditioner (223) And Antioxidant (319).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Cheese Cream, 150 g Pouch","Filled with a cheesy centre, this cream sandwich biscuit will leave you in the throes of delight. Bisk Farm is known for its 100% genuine confectionery and baked goodies since the year 2000. Apart from the cheese cream biscuits, Bisk Cream is also known for its cookies and other savoury delights. Pop one into your mouth to taste the goodness!",150 g Pouch,g,150 g Pouch,1,1,35,35,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316",India,['8901928371505'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004461_3-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-2_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-3_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-4_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-5_1-bisk-farm-biscuits-cheese-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These biscuits can be taken as snack during tea time or also in between meals to curb the urge for something sweet. The tasty, cheesy snacks can also be taken with other beverages like juice or milk.","[{'EAN Code': '8901928371505'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316'}]",-,-,-,-,-,"This Cheese Filled Biscuit Is Made Of Wheat, Milk And Sugar As Well As Cream And Natural, Real Cheese. Also, This Pack Is Vacuum Sealed In A Way That It Does Not Attract Unnecessary Moisture So That You Get A Long Lasting Taste Of Fresh And Crunchy Treats.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Cheese Cream, 150 g Pouch","Filled with a cheesy centre, this cream sandwich biscuit will leave you in the throes of delight. Bisk Farm is known for its 100% genuine confectionery and baked goodies since the year 2000. Apart from the cheese cream biscuits, Bisk Cream is also known for its cookies and other savoury delights. Pop one into your mouth to taste the goodness!",150 g Pouch,g,150 g Pouch,1,1,35,35,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316",India,['8901928371505'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004461_3-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-2_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-3_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-4_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-5_1-bisk-farm-biscuits-cheese-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These biscuits can be taken as snack during tea time or also in between meals to curb the urge for something sweet. The tasty, cheesy snacks can also be taken with other beverages like juice or milk.","['EAN Code: 8901928371505', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316', 'Best before 31-05-2023', '",-,-,-,-,-,"This Cheese Filled Biscuit Is Made Of Wheat, Milk And Sugar As Well As Cream And Natural, Real Cheese. Also, This Pack Is Vacuum Sealed In A Way That It Does Not Attract Unnecessary Moisture So That You Get A Long Lasting Taste Of Fresh And Crunchy Treats.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Cheese Cream, 150 g Pouch","Filled with a cheesy centre, this cream sandwich biscuit will leave you in the throes of delight. Bisk Farm is known for its 100% genuine confectionery and baked goodies since the year 2000. Apart from the cheese cream biscuits, Bisk Cream is also known for its cookies and other savoury delights. Pop one into your mouth to taste the goodness!",150 g Pouch,g,150 g Pouch,1,1,35,35,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316",India,['8901928371505'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004461_3-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-2_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-3_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-4_1-bisk-farm-biscuits-cheese-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004461-5_1-bisk-farm-biscuits-cheese-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These biscuits can be taken as snack during tea time or also in between meals to curb the urge for something sweet. The tasty, cheesy snacks can also be taken with other beverages like juice or milk.","['EAN Code: 8901928371505', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O. , Birshibpur, Howrah - 711316', 'Best before 31-05-2023', '",-,-,-,-,-,"This Cheese Filled Biscuit Is Made Of Wheat, Milk And Sugar As Well As Cream And Natural, Real Cheese. Also, This Pack Is Vacuum Sealed In A Way That It Does Not Attract Unnecessary Moisture So That You Get A Long Lasting Taste Of Fresh And Crunchy Treats.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Cheese Cream, Delicious, Teatime Snack, 53 g Pouch","The Bisk Farm Cheese Cream Biscuits are made from real cheese and high-quality ingredients. The cream is delicious and is sandwiched between two light crisp biscuits. These cheese cream biscuits have a great creamy taste, which is a great relish for cheese enthusiasts. This Bisk Farm is known for its delectable biscuits, cookies, cakes, rusks, and Indian snacks. Come and indulge in the world of delicious biscuits.",53 g Pouch,g,53 g Pouch,1,1,10,10,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O., Birshibpur, Howrah - 711316",India,['8901928370706'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004492_3-bisk-farm-biscuits-cheese-cream-delicious-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004492-2_2-bisk-farm-biscuits-cheese-cream-delicious-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004492-3_2-bisk-farm-biscuits-cheese-cream-delicious-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004492-4_2-bisk-farm-biscuits-cheese-cream-delicious-teatime-snack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"[{'EAN Code': '8901928370706'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P. O., Birshibpur, Howrah - 711316'}, {'",-,-,-,-,-,"Wheat Flour (67.7%), Edible Vegetable Oil, Sugar Whey Powder, Cheese, Liquid Glucose, Salt, Leavening Agents [335, 336, 500(I), 503(Ii)], Yeast, Emulsifier [471, 481(I)], Dough Conditioner (223) And Antioxidants (306, 319, 320).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - English Cracker, 150 g","It's a flaky biscuit centred with buttercream  (English Cracker - The Royal Taste With An English Touch) Since its inception in the year 2000, Bisk Farm has been recognised for its delectable biscuits, cookies, cakes, rusks and Indian snacks. The brand is owned and marketed by SAJ Food Products (P) Ltd, a part of the Aparna Group of Companies. Artisan‚s delight with Butterness in every bite.",150 g,g,150 g,1,1,40,40,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40100260'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40100260_3-bisk-farm-biscuits-english-cracker.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It goes well with beverages like tea or coffee. Conveniently packed easy to carry for quick bite. Store in a cool and dry place.,"['EAN Code: 40100260', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before 31-05-2023', '",-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Googly, 200 g Pouch","Bisk Farm Googly Biscuits are known to bend your flavour buds. The mixture of flavours and the taste will certainly bowl you over. It makes you change your mood and feel more active. As publicized in their print ad, the biscuits remain you over because of their flavour. They are light, crunchy and come in a yellow colour wrapping. It ensures that the biscuits are free from dampness and fresh when consumed.",200 g Pouch,g,200 g Pouch,1,1,30,30,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['8901928582000'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004458_4-bisk-farm-biscuits-googly.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901928582000'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316'}]",-,-,-,-,"Store in a cool and dry place.
Keep away from direct sunlight.","Refined Wheat Flour (Maida 61.11Sugar (20.1894. Refined Edible Vegetable Oils (Palm, Palmolen), Hydrogenated Vegetable Cils Invert Syrup, Milk Solds, Edible Starch (Corn), Black Cumin(0.73%). Coriander, Chilli Powder Dried Mango Powder Salt, Acidity Regulator (330), Raising Agents (500 (Ii), 503(Ii)), Emulsifiers (322, 414, 472(E)), Dough Conditioner (223), Dispersing Agent (1520), Anticacking Agent (551) And Antioxidant (319) Contains Permitted Synthetic Food Colour (102) And Added Artificial Flavouring Substance (Fruit)",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Marie, Sugar Free, 300 g Packet","Bisk Farm's crunchy and crispy sugar-free Marie biscuits are your ideal choice and accompaniment for your morning cup of tea or coffee. Being rich in Wheat and hypersensitive milk ingredients makes it a healthy as well as a nutritious meal. Since its inception in the year 2000, Bisk Farm has been recognised for its delectable biscuits, cookies, cakes, rusks and Indian snacks. The brand is owned and marketed by SAJ Food Products (P) Ltd, a part of the Aparna Group of Companies.",300 g Packet,g,300 g Packet,1,1,50,50,"SAJ FOOD PRODUCTS PVT LTD, ULUBERIA INDUSTRIAL GROWTH CENTRE, P.O. BIRSHIBPUR, HOWRAH 711316",India,['8901928983004'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40125299_1-bisk-farm-biscuits-marie-sugar-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125299-2_1-bisk-farm-biscuits-marie-sugar-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125299-3_1-bisk-farm-biscuits-marie-sugar-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125299-4_1-bisk-farm-biscuits-marie-sugar-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It goes well with beverages like tea or coffee. Conveniently packed easy to carry for quick bite. Store in a cool and dry place.,"[{'EAN Code': '8901928983004'}, {'Country of origin': 'India'}, {'Manufactured Name & ': 'SAJ FOOD PRODUCTS PVT LTD, ULUBERIA INDUSTRIAL GROWTH CENTRE, P.O. BIRSHIBPUR, HOWRAH 711316'}]",-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Rich Marie, Light & Crunchy, Teatime Snack, 80 g Pouch","Bisk Farm Marie Biscuits are mildly sweet in taste and are prepared using the highest-quality ingredients. These biscuits are an ideal combination of vegetable oil, wheat flour and sugar. It is a wonderful companion for your morning or evening tea. These Marie Biscuits are light, crunchy, and low in calories. Since its inception in the year 2000, Bisk Farm has been recognised for its delectable biscuits, cookies, cakes, rusks and Indian snacks. The brand is owned and marketed by SAJ Food Products (P) Ltd, a part of the Aparna Group of Companies.",80 g Pouch,g,80 g Pouch,1,1,10,10,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['8901928750850'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004491_4-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-2_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-3_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-4_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It goes well with beverages like tea or coffee. Conveniently packed easy to carry for quick bite. Store in a cool and dry place.,"['EAN Code: 8901928750850', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before __PSL__ days from the delivery date', '",-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Biscuits - Rich Marie, Light & Crunchy, Teatime Snack, 80 g Pouch","Bisk Farm Marie Biscuits are mildly sweet in taste and are prepared using the highest-quality ingredients. These biscuits are an ideal combination of vegetable oil, wheat flour and sugar. It is a wonderful companion for your morning or evening tea. These Marie Biscuits are light, crunchy, and low in calories. Since its inception in the year 2000, Bisk Farm has been recognised for its delectable biscuits, cookies, cakes, rusks and Indian snacks. The brand is owned and marketed by SAJ Food Products (P) Ltd, a part of the Aparna Group of Companies.",80 g Pouch,g,80 g Pouch,1,1,10,10,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['8901928750850'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004491_4-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-2_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-3_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004491-4_3-bisk-farm-biscuits-rich-marie-light-crunchy-teatime-snack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It goes well with beverages like tea or coffee. Conveniently packed easy to carry for quick bite. Store in a cool and dry place.,"['EAN Code: 8901928750850', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before __PSL__ days from the delivery date', '",-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Coco Malai Biscuit, 200 g Pouch","Bisk Farm offers coconut finds itself surrounded in the very heart of this biscuit. Coco Malai is a necessity for all Coconut lovers. This recipe has been perfected and mastered over generations and to beat it all, truly scrumptious.",200 g Pouch,g,200 g Pouch,1,1,30,30,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004473'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004473_2-bisk-farm-coco-malai-delicious-coconutty-bite.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code:40004473', 'Country Of Origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before__PSL__days from delivery date', '",-,-,-,-,"Store in a cool and dry place.
Keep away from direct sunlight.","Wheat Flour (55.76%), Sugar, Edible Vegetable Oil, Desiccated Coconut Powder, Invert Syrup, Liquid Glucose, Condensed Milk, Milk Solids, Salt, Leavening Agents [335, 336 501(Ii), 503(Ii)], Emulsifiers [322, 471, 481(I), And Antioxidant (306, 319, 320).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Googly Biscuit, 70 g Pouch","The taste with a twist Googly breaks the serious mood of biscuits and brings it alive. It makes you change your mood and suffer more alive. As shown in their print ad, the biscuits stump you over since of their taste. They are light, crunchy and come in a yellow colour packaging. Bisk Farm Googly Biscuits are identified to twist your taste buds.",70 g Pouch,g,70 g Pouch,1,1,10,10,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004487'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004487_2-bisk-farm-biscuits-googly.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004487-2_1-bisk-farm-biscuits-googly.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004487-3_1-bisk-farm-biscuits-googly.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004487-4_1-bisk-farm-biscuits-googly.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004487-5_1-bisk-farm-biscuits-googly.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"[{'EAN Code': '40004487'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316'}]",-,-,-,-,-,"Wheat Flour (55.5%), Sugar, Edible Vegetable Oil, Leavening Agents (336(i), 500(i), 503(ii)], Milk Solids, Invert Syrup, Spices, Salt, Emulsifiers [322, 472(e)], Dough Conditioner (223) and Antioxidant.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Jungle Bites Biscuit, 200 g Bottle","Bisk Farm Jungle Bites Jar contains small biscuits in the outline of animals. These biscuits are specially good-looking and popular among children. They are wholesome, provide fibre and between those food items that you will not have to power your children to eat. These biscuits come in a see-through good airtight packaged jar. These biscuits are sugary in taste and very delicious.",200 g Bottle,g,200 g Bottle,1,1,50,50,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004474'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004474_3-bisk-farm-biscuits-jungle-bites.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004474-2_1-bisk-farm-biscuits-jungle-bites.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004474-4_1-bisk-farm-biscuits-jungle-bites.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004474-5_1-bisk-farm-biscuits-jungle-bites.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code:40004474', 'Country of origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before__PSL__days from delivery date', '",-,-,-,-,"Store in a cool and dry place.
Keep away from direct sunlight.","Wheat Flour (57.72%), Sugar, Edible Vegetable Oil, Condensed Milk, Invert Syrup, Leavening Agents [500(Ii), 503(Ii)], Emulsifiers [322, 471, 481(I)], Salt Dough Conditioner (223) And Antioxidant (319).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Just Ginger - The Ginger Biscuit With Real Tang, 150 g Pouch",Bisk farm biscuits are typical biscuits with an aroma of ginger. This biscuit has a die-hard follower following and gives the kindness of ginger on your mouth and gives the feeling of a temperate blanket in winter. It reminds you of all your temperate memories. These ginger biscuits blend well with milk and tea. Natural ginger is used in the grounding of these biscuits and is very greater when you are anguish from cough and cold.,150 g Pouch,g,150 g Pouch,1,1,30,30,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004490'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004490_5-bisk-farm-just-ginger-the-ginger-biscuit-with-real-tang.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004490-2_2-bisk-farm-just-ginger-the-ginger-biscuit-with-real-tang.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004490-3_2-bisk-farm-just-ginger-the-ginger-biscuit-with-real-tang.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004490-4_2-bisk-farm-just-ginger-the-ginger-biscuit-with-real-tang.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004490-5_2-bisk-farm-just-ginger-the-ginger-biscuit-with-real-tang.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 40004490', 'Country of origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before 31-05-2023', '",-,-,-,-,-,"Wheat Flour (48.5%), Sugar, Edible Vegetable Oil, Invert Syrup, Liquid Glucose, Salt, Spice, Leavening Agents[500(ii), 503(ii)], Emulsifiers (322,472) and Antioxidants (306, 319,320).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Bisk Farm,"Bisk Farm Nice Coconut Biscuits - Sprinkled With Sugar For Extra Taste, 150 g Pouch","Bisk Farm Coconut Biscuits are very flavoursome with crispy and crunchy. Especially Bisk Farm Nice Coconutz is very healthy and nutritious. It contains Calcium, Minerals and Vitamins. This is a nice snack in the evening time with your family. Since its inception in the year 2000, Bisk Farm has been recognised for its delectable biscuits, cookies, cakes, rusks and Indian snacks. The brand is owned and marketed by SAJ Food Products (P) Ltd, a part of the Aparna Group of Companies.",150 g Pouch,g,150 g Pouch,1,1,25,25,"Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316",India,['40004489'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004489_4-bisk-farm-nice-coconut-biscuits-sprinkled-with-sugar-for-extra-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004489-2_2-bisk-farm-nice-coconut-biscuits-sprinkled-with-sugar-for-extra-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004489-3_2-bisk-farm-nice-coconut-biscuits-sprinkled-with-sugar-for-extra-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004489-4_2-bisk-farm-nice-coconut-biscuits-sprinkled-with-sugar-for-extra-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004489-5_2-bisk-farm-nice-coconut-biscuits-sprinkled-with-sugar-for-extra-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It goes well with beverages like tea or coffee. Conveniently packed easy to carry for quick bite. Store in a cool and dry place.,"['EAN Code: 40004489', 'Country of origin: India', 'Manufactured by: Saj Food Products Pvt Ltd, Uluberia Industrial Growth Centre, P.O., Birshibpur, Howrah - 711316', 'Best before 31-05-2023', '",-,-,-,-,-,"Wheat Flour (53.56%), Sugar, Edible Vegetable Oil, Desiccated Coconut Powder, Coconut Milk Powder, Condensed Milk, Rice Puff, Liquid Glucose, Salt, Acidity Regulator, Emulsifiers [322, 471, 481(I)], Leavening Agent [335, 336, 500(Ii), 503 (Ii)], And Antioxidant (306, 319, 320).",-,-,-,-,-
