L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,From The Brand
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Ghee Pot - Mercury, 200 ml",With Swastik Ghee Pot you could store ghee in an easy and organised way. You could store butter and oil as well that come handy while cooking. The pot comes with a spoon and lid to ensure easy use.,200 ml,ml,200 ml,1,1,240,179,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172968'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172968_3-swastik-steel-stainless-steel-ghee-pot-mercury.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172968-2_4-swastik-steel-stainless-steel-ghee-pot-mercury.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40172968'}, {'Country of origin': 'India'}]",-,-,-,-,"Brand- Swastik Steel 
Type- Ghee Pot 
Material- Stainless Steel
Colour- Silver 
Dimension- Length 85mm; Width 85mm; Height 110mm; 
No of Pieces- 1 pc 
Package content- Swastik Mercury Ghee Pot",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Oil Dispenser/Pourer/Can/Dropper/Bottle - Kitchen Queen, 1 L",This stainless steel Kitchen Queen oil dispenser is the best oil storage and dispenser system. It comes in various sizes and it has an attractive shape. It has a transparent neck part and a cylindrical lid shape.,1 L,L,1 L,1,1,560,369,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172949'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172949_5-swastik-steel-stainless-steel-oil-dispenserpourercandropperbottle-kitchen-queen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172949-2_5-swastik-steel-stainless-steel-oil-dispenserpourercandropperbottle-kitchen-queen.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172949', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel
Type - Liquid Pourer
Material - Stainless Steel 
Colour - Silver 
Capacity - 1000ml 
Dimension - Length 105mm; Width 105mm; Height 230mm; 
No of Pieces - 1 pc 
Package content - Swastik Oil Dispenser - Kitchen Queen, 1000 ml.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Oil Dispenser/Pourer/Can/Dropper/Bottle - Kitchen Queen, 500 ml",This stainless steel Kitchen Queen oil dispenser is the best oil storage and dispenser system. It comes in various sizes and it has an attractive shape. It has a transparent neck part and a cylindrical lid shape.,500 ml,ml,500 ml,1,1,350,229,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172947'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172947_5-swastik-steel-stainless-steel-oil-dispenserpourercandropperbottle-kitchen-queen.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172947-2_5-swastik-steel-stainless-steel-oil-dispenserpourercandropperbottle-kitchen-queen.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172947', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel 
Type - Liquid Pourer 
Material - Stainless Steel
Colour - Silver 
Capacity - 500ml 
Dimension - Length 74mm; Width 74mm; Height 210mm; 
No of Pieces - 1 pc 
Package content - Swastik Oil Dispenser - Kitchen Queen, 500 ml.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Puri Dabba - No.7, 350 ml",This stainless steel puri dabba is made of sturdy material and used to carry meals safely. Dabba is safe to use on a daily basis and easy to carry. Its durability makes it really an apt product for daily use.,350 ml,ml,350 ml,1,1,170,129,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172959'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172959_5-swastik-steel-stainless-steel-puri-dabba-no7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172959', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand- Swastik Steel
Type- Container 
Material- Stainless Steel 
Colour- Silver 
Dimension- Length 110mm; Width 110mm; Height 60mm
No of Pieces-1 pc
Package content- Swastik Puri Dabba - No.7",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Tea Cup - Double Wall, Apple, 2 pcs",A stunning piece of art that will charge like never before. It comes to you in a sparkling and has double wall suitable for keeping beverages warm for a longer period. It is ideal for daily use.,2 pcs,pcs,2 pcs,2,1,249,179,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172942'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172942_5-swastik-steel-stainless-steel-tea-cup-double-wall-apple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172942', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel
Type - Tea Cup 
Material - Stainless Steel
Colour - Silver 
Capacity - 100ml 
Dimension - Length 62mm; Width 62mm; Height 60mm
No of Pieces - Set of 2 
Package content - Swastik Double Wall Apple Tea Cup.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Tea Cup - Double Wall, Plain, 2 pcs",A stunning piece of art that will charge like never before. It comes to you in a sparkling and has double-wall suitable for keeping beverages warm for a longer period. It is ideal for daily use.,2 pcs,pcs,2 pcs,2,1,249,179,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172943'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172943_5-swastik-steel-stainless-steel-tea-cup-double-wall-plain.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172943', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel 
Type - Tea Cup
Material - Stainless Steel 
Colour - Silver 
Capacity - 100ml
Dimension - Length 70mm; Width 70mm; Height 60mm; 
No of Pieces -Set of 2 
Package content -Swastik Double Wall Tea Cup.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - Assorted color , BB 577 1, 1.43 L","Easily pack lunch for your loved ones with this large blue-white lunch box by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, the box is made of high-quality plastic. The lunch box is airtight which helps in keeping the food fresh for long. With three layers, the box allows packing different food items separately. The lunch box features a sleek handle design making it easy to open and close the lid as well as carry it. The box has a catchy design which makes it an excellent gifting item as well.
Please note: Stock will be sent based on colours available",1.43 L,L,1.43 L,1,1,1699,999,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['40136048'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136048_2-tedemei-stainless-steel-lunch-boxtiffin-set-assorted-color-bb-577-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136048-2_2-tedemei-stainless-steel-lunch-boxtiffin-set-assorted-color-bb-577-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136048-3_2-tedemei-stainless-steel-lunch-boxtiffin-set-assorted-color-bb-577-1.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136048-4_2-tedemei-stainless-steel-lunch-boxtiffin-set-assorted-color-bb-577-1.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40136048', 'Manufactured & Marketed by Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]",-,-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number: BB 577 1
 Type: Lunch Box
 Capacity (In ML): 1.43 L
 Material: Stainless Steel
 Dimension (L X B X H): 11.5 X 26.5
 Colour: Assorted 
 Package Content: 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - BB 573 3, Assorted colors, 830 ml","Packing lunch for your loved ones made easy with this sky blue lunch box by Tedemei. Made of high-quality stainless steel on the inside, these lunch boxes are sturdy and durable and are easy to clean. The lunch box is airtight which helps in keeping the food fresh for long and maintain hygiene. It is a double-layer lunch box, which lets you pack solid and liquid food separately. The lunch box features convenient and sleek handle design making it easy to open the lid and lets you carry the lunch box with absolute ease. The modish and stylish looking lunch boxes will be admired by everyone.
Please note: Stock will be sent based on colours available.",830 ml,ml,830 ml,1,1,849,599,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['40136041'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136041_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136041-2_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136041-3_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136041-4_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40136041', 'Manufactured & Marketed by Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]",-,-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number:BB 573 3
 Type: Lunch Box
 Capacity (In ML): 830
 Material: Stainless Steel
 Dimension (L X B X H): 11 X 15.5
 Colour: Assorted
 Package Content: 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - Green - BB 575 3, 930 ml","Easily pack lunch for your loved ones with this green lunch box by Tedemei. Made of high-quality stainless steel, the lunch box is sturdy, durable, and easy to clean. The lunch box is airtight which helps in keeping the food fresh for long. It is a single layer lunch box which lets you pack solid and liquid food separately. The lunch box features flap and lock design which makes it easy to open and carry the lunch box. The modish looking lunch boxes catches the eye.",930 ml,ml,930 ml,1,1,1189,699,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['40136047'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136047_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-575-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136047-2_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-575-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136047-3_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-575-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136047-4_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-575-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136047-5_2-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb-575-3.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40136047', 'Manufactured & Marketed by Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]",-,-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number: Gr BB 575 3
 Type: Lunch Box
 Capacity (In ML): 930
 Material: Stainless Steel
 Dimension (L X B X H): 11.5 X 21
 Colour: GREEN
 Package Content: Lunch Box",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - Green BB573GRN, 830 ml","Packing lunch for your loved ones made easy with this olive green lunch box by Tedemei. Made of high-quality stainless steel on the inside, these lunch boxes are sturdy and durable and are easy to clean. The lunch box is airtight which helps in keeping the food fresh for long and maintain hygiene. It is a double-layer lunch box, which lets you pack solid and liquid food separately. The lunch box features convenient and sleek handle design making it easy to open the lid and lets you carry the lunch box with absolute ease. The modish and stylish looking lunch boxes will be admired by everyone.",830 ml,ml,830 ml,1,1,849,599,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['6924384065551'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136039_1-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb573grn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136039-2_1-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb573grn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136039-3_1-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb573grn.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136039-4_1-tedemei-stainless-steel-lunch-boxtiffin-set-green-bb573grn.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 6924384065551', 'Manufactured & Marketed by Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]",-,-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number: Blue BB 573 1
 Type: Lunch Box
 Capacity (In ML): 830
 Material: Stainless Steel
 Dimension (L X B X H): 11 X 15.5
 Colour: Green
 Package Content: 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - Olive Green, BB 577 3, 1.43 L","Easily pack lunch for your loved ones with this large olive green-white lunch box by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, the box is made of high-quality plastic. The lunch box is airtight which helps in keeping the food fresh for long. With three layers, the box allows packing different food items separately. The lunch box features a sleek handle design making it easy to open and close the lid as well as carry it. The box has a catchy design which makes it an excellent gifting item as well.",1.43 L,L,1.43 L,1,1,1699,999,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['7763007783154'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136050_2-tedemei-stainless-steel-lunch-boxtiffin-set-olive-green-bb-577-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136050-2_2-tedemei-stainless-steel-lunch-boxtiffin-set-olive-green-bb-577-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136050-3_2-tedemei-stainless-steel-lunch-boxtiffin-set-olive-green-bb-577-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136050-4_2-tedemei-stainless-steel-lunch-boxtiffin-set-olive-green-bb-577-3.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 7763007783154', 'Manufactured & Marketed by: Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]","Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number: Olv Gr BB 577 3
 Type: Lunch Box
 Capacity (In ML): 1.43 L
 Material: Stainless Steel
 Dimension (L X B X H): 11.5 X 26.5
 Colour:  Green
 Package Content: 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tedemei,"Tedemei Stainless Steel Lunch Box/Tiffin Set - Red, BB 577 2, 1.43 L","Easily pack lunch for your loved ones with this large red and white lunch box by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, the box is made of high-quality plastic. The lunch box is airtight which helps in keeping the food fresh for long. With three layers, the box allows packing different food items separately. The lunch box features a sleek handle design making it easy to open and close the lid as well as carry it. The box has a catchy design which makes it an excellent gifting item as well.",1.43 L,L,1.43 L,1,1,1699,999,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307",China,['40136049'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136049_2-tedemei-stainless-steel-lunch-boxtiffin-set-red-bb-577-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136049-2_2-tedemei-stainless-steel-lunch-boxtiffin-set-red-bb-577-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136049-3_2-tedemei-stainless-steel-lunch-boxtiffin-set-red-bb-577-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136049-4_2-tedemei-stainless-steel-lunch-boxtiffin-set-red-bb-577-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40136049', 'Manufactured & Marketed by Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-307', 'Country of Origin: China',  ]",-,-,-,Wash under running water and a mild detergent.," Brand: Tedemei
 Model Number: Red BB 577 2
 Type: Lunch Box
 Capacity (In ML): 1.43 L
 Material: Stainless Steel
 Dimension (L X B X H): 11.5 X 26.5
 Colour: Red
 Package Content: 1 Pc.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Trm,"Trm Stainless Steel Oil Dispenser - Sleek, Dust Proof, 1 L",TRM Stainless Steel Oil Dispenser is made up of high-quality stainless steel material. The structure is made in such a way that there is less cleaning required and hence very easy to use and clean. Best way to keep things organized. It makes using oil easy and ensures there is no oil spill. This is an essential addition to your kitchen. It also has an airtight ring so that it can avoid spillage. Great way to store as well as to use oil in daily life.,1 L,L,1 L,1,1,595,399,"TR MARKETING, No.7 H-Cross , 1st Main Road Availahalli , New Timber Yard Layout , Mysore Road, Byatarayanapura Bangalore",India,['8904336102488'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40245836_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245836-2_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245836-3_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245836-4_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245836-5_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245836-6_1-trm-stainless-steel-oil-dispenser-sleek-dust-proof.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Oil dispenser can be used to store oil and other liquid items like sauce and vinegar.
2. It has an airtight ring that protects the oil from oxidation while making it easy to use and hassle-free for whenever you need a little drizzle here and there.
3. Made with high-quality material.
4. It is BPA free.","1. Oil dispenser can be used to store oil and other liquid items like sauce and vinegar.
2. The dispenser is also a quick means to access and pour oil when needed for cooking or saut̩ing various foods.","[{'EAN Code': '8904336102488'}, {'Manufacturer Name & Marketed by Address': 'TR MARKETING, No.7 H-Cross , 1st Main Road Availahalli , New Timber Yard Layout , Mysore Road, Byatarayanapura Bangalore'}, {'Country of Origin': 'India'}]","TR MARKETING, No.7 H-Cross , 1st Main Road Availahalli , New Timber Yard Layout , Mysore Road, Byatarayanapura Bangalore",-,-,-,"1. Brand :- TRM.
2. Type :- Can.
3. Material :- Steel.
4. Colour :- Silver.
5. Capacity :- NA.
7. Material Grade :- Food-grade.
8. Package Content :- 1 Pc SS Oil Can.",-
