L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flexi Transition Cup - 4m+, Green, 115 ml","This sipper has flexible, soft spout which can stay in the mouth of the baby as they move. It is gentle on sensitive gums. It has removable handles which are easy to hold for small hands. The lid covers spout while out and about. It is best for 4+ months. It has 110 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe.",115 ml,ml,115 ml,1,1,599,539,Munchkin,China/USA,['40156797'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156797_1-munchkin-baby-flexi-transition-cup-4m-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156797'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Green
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can't be sterilised.
 Model No. 3000012168
 Dimension(LXBXH) in mm: 63.5X127X129.54
 Package Content: 1 Unit Sipper, Lid
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flexi Transition Cup - 4m+, Pink, 115 ml","This sipper has flexible, soft spout which can stay in the mouth of the baby as they move. It is gentle on sensitive gums. It has removable handles which are easy to hold for small hands. The lid covers spout while out and about. It is best for 4+ months. It has 110 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe.",115 ml,ml,115 ml,1,1,599,539,Munchkin,China/USA,['40156799'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156799_1-munchkin-baby-flexi-transition-cup-4m-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40156799', 'Country of origin: China, USA', 'Imported by: Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA', 'Marketed by: Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.', '","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Pink
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can't be sterilised.
 Model No. 3000012170
 Dimension(LXBXH) in mm: 63.5X127X129.54
 Package Content: 1 Unit Sipper, Lid
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flip Straw Click Lock Cup - 12 m+, Blue, 266 ml","This is a leak-proof toddler cup with a flip-top lid. It has a flexible, silicone straw. It has no room for error as Click Lock Technology locks the lid in place with an audible click. It is 100% leak-proof guaranteed. The soft, silicone leak-proof straw flips up and out when ready to drink. It has 266 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe. It is ideal for 12+ months.",266 ml,ml,266 ml,1,1,449,399,Munchkin,China/USA,['40156802'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156802_1-munchkin-baby-flip-straw-click-lock-cup-12-m-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156802-2_1-munchkin-baby-flip-straw-click-lock-cup-12-m-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156802'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Blue
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave.
 Model No. 3000012151
 Dimension(LXBXH) in mm: 75X90X170
 Package Content: 1 Unit Sipper
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flip Straw Click Lock Cup - 12 m+, Green, 266 ml","This is a leak-proof toddler cup with a flip-top lid. It has a flexible, silicone straw. It has no room for error as Click Lock Technology locks the lid in place with an audible click. It is 100% leak-proof guaranteed. The soft, silicone leak-proof straw flips up and out when ready to drink. It has 266 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe. It is ideal for 12+ months.",266 ml,ml,266 ml,1,1,449,399,Munchkin,China/USA,['40156800'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156800_1-munchkin-baby-flip-straw-click-lock-cup-12-m-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156800'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Green
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave.
 Model No. 3000012149
 Dimension(LXBXH) in mm: 75X90X170
 Package Content: 1 Unit Sipper
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flip Straw Click Lock Cup - 12 m+, Pink, 266 ml","This is a leak-proof toddler cup with a flip-top lid. It has a flexible, silicone straw. It has no room for error as Click Lock Technology locks the lid in place with an audible click. It is 100% leak-proof guaranteed. The soft, silicone leak-proof straw flips up and out when ready to drink. It has 266 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe. It is ideal for 12+ months.",266 ml,ml,266 ml,1,1,449,399,Munchkin,China/USA,['735282154249'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156801_1-munchkin-baby-flip-straw-click-lock-cup-12-m-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156801-2_1-munchkin-baby-flip-straw-click-lock-cup-12-m-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '735282154249'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Pink
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave.
 Model No. 3000012150
 Dimension(LXBXH) in mm: 75X90X170
 Package Content: 1 Unit Sipper
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Flip Straw Click Lock Cup - 12 m+, Purple, 266 ml","This is a leak-proof toddler cup with a flip-top lid. It has a flexible, silicone straw. It has no room for error as Click Lock Technology locks the lid in place with an audible click. It is 100% leak-proof guaranteed. The soft, silicone leak-proof straw flips up and out when ready to drink. It has 266 ml capacity for water, milk or juice. It is BPA-free & top rack dishwasher safe. It is ideal for 12+ months.",266 ml,ml,266 ml,1,1,449,399,Munchkin,China/USA,['40156803'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156803_1-munchkin-baby-flip-straw-click-lock-cup-12-m-purple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156803'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Purple
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave.
 Model No. 3000012152
 Dimension(LXBXH) in mm: 75X90X170
 Package Content: 1 Unit Sipper
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Formula Milk Dispenser - Blue, 0-3 y, 1 pc",It is a baby formula milk dispenser with superior performance. It has a flexible seal which ensures powder remains securely in each section. It has three divisions to hold pre-measured formula. It can be used for up to 9oz bottles. It is top rack dishwasher-safe.,1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137661'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137661_1-munchkin-baby-formula-milk-dispenser-blue-0-3-y.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137661'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Dispenser
 Material : Plastic
 Colour : Green
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 44923
 Dimension : 135X95X90
 Package Content : 1 Unit Formula Dispenser
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Formula Milk Dispenser - Green, 0-3 y, 1 pc",It is a baby formula milk dispenser with superior performance. It has a flexible seal which ensures powder remains securely in each section. It has three divisions to hold pre-measured formula. It can be used for up to 9oz bottles. It is top rack dishwasher-safe.,1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137660'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137660_1-munchkin-baby-formula-milk-dispenser-green-0-3-y.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137660-2_1-munchkin-baby-formula-milk-dispenser-green-0-3-y.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137660'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Dispenser
 Material : Plastic
 Colour : Green
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 44923
 Dimension : 135X95X90
 Package Content : 1 Unit Formula Dispenser
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Formula Milk Dispenser - Pink, 0-3 y, 1 pc",It is a baby formula milk dispenser with superior performance. It has a flexible seal which ensures powder remains securely in each section. It has three divisions to hold pre-measured formula. It can be used for up to 9oz bottles. It is top rack dishwasher-safe.,1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['735282449239'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137662_1-munchkin-baby-formula-milk-dispenser-pink-0-3-y.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '735282449239'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Dispenser
 Material : Plastic
 Colour : Green
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 44923
 Dimension : 135X95X90
 Package Content : 1 Unit Formula Dispenser
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Miracle 400 ml Sipper Cup - 18 m+, Pink, 400 ml","This is a toddler cup with dentist recommended spoutless design. Its 360-degree edge allows drinking from any side of the cup by simply tilting the cup and sucking on the edge of the valve. The cup automatically seals when a child stops drinking. Its silicone grip with heart design makes it easy for little hands to hold. It is easy to clean with no extra valves or parts. It has 400 ml capacity for juice, milk and water. It is BPA-free, top rack dishwasher safe. It is best for 18+ months.",400 ml,ml,400 ml,1,1,699,629,Munchkin,China/USA,['735282114809'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156795_1-munchkin-baby-miracle-400-ml-sipper-cup-18-m-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '735282114809'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,It can be washed with warm water. It is top rack dishwasher safe. It should not be used in the microwave. It cannot be sterilised.,-," Brand : Munchkin
 Type of Product: Sipper
 Material of Product: Silicon & Plastic
 Colour: Pink
 Care Instruction: Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can't be sterilised.
 Model No. 3000012184
 Dimension(LXBXH) in mm: 76.2X76.2X154.94
 Package Content: 1 Unit Sipper, Lid, Spout
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Snack Box - Blue, 12 m+, 1 pc","Munchkin Baby Snack Box is suitable for the age of 12 months plus. It can be used to keep bite-sized snacks inside the container until little fingers pull them out. It is a toddler snack container with twist-on and stay-put-lid. It is BPA-free and top rack dishwasher-safe. It has easy access, ensures no spills and snacks come out only when you want. The silicone flaps are soft on little hands. Holding up to 250 gm of snacks, it fits most standard cup holders in cars, car seats, pushchairs, etc.",1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137659'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137659_1-munchkin-baby-snack-box-blue-12-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137659-2_1-munchkin-baby-snack-box-blue-12-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137659-3_1-munchkin-baby-snack-box-blue-12-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137659-4_1-munchkin-baby-snack-box-blue-12-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137659'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Feeding
 Material : Plastic & Silicon
 Colour : Pink
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 10121
 Dimension : 30X30X70
 Package Content : 1 Unit Snack Catcher
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Snack Box - Green, 6 m+, 1 pc","Munchkin Baby Snack Box is suitable for the age of 12 months plus. It can be used to keep bite-sized snacks inside the container until little fingers pull them out. It is a toddler snack container with twist-on and stay-put-lid. It is BPA-free and top rack dishwasher-safe. It has easy access, ensures no spills and snacks come out only when you want. The silicone flaps are soft on little hands. Holding up to 250 gm of snacks, it fits most standard cup holders in cars, car seats, pushchairs, etc.",1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['735282101212'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137657_1-munchkin-baby-snack-box-green-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137657-2_1-munchkin-baby-snack-box-green-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137657-3_1-munchkin-baby-snack-box-green-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137657-4_1-munchkin-baby-snack-box-green-6-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '735282101212'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Feeding
 Material : Plastic & Silicon
 Colour : Pink
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 10121
 Dimension : 30X30X70
 Package Content : 1 Unit Snack Catcher
",-
