L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pomegranate Juice - Cold Pressed, Rich In Vitamins, 200 ml",Juice is a common component of healthy diets. Pomegranate juice has a distinct sweet flavour that comes from the concentrated Pomegranate seeds. The juice is extracted by crushing and pressing the fruits using the cold pressed method. It's jam-packed with vitamins and minerals.,200 ml,ml,200 ml,1,1,209.21,209.21,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",India,[''40272108'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40272108_1-fresho-pomegranate-juice-cold-pressed-rich-in-vitamins.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40272108 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","40272108 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Apple Shimla + Banana Robusta + Orange Nagpur+ Tender Coconut+ Watermelon Small, Combo 5 Items","This combo contains Fresho Apple - Shimla 4 pcs (Approx. 500g- 650g) + Fresho Banana - Robusta 1 kg + Fresho Orange - Nagpur, Regular 1 kg + Fresho Tender Coconut - Medium 1 pc + Fresho This combo contains Watermelon - Small 1 pc (Approx. 1.7 kg - 2.5 kg).
Considered as most commonly grown apples in India, Shimla apples have light red skin, juicy and crunchy flesh. We source the best apples with residue and wax-free peel from the trusted growers.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/701/apple-crisp-bites/ 
Relish the soft, buttery texture of Robusta bananas that are light green and have a great fragrance and taste. The stalks of Robustas are thick and rigid. Fresh fruits are green, which revolve to a bright yellow on ripening and the flesh contains a white - ceramic colour. Fresho Robusta is fine quality, sweet flavoured, mushy and soft bananas.
Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/ 
Freshly picked directly from Nagpur farms, Fresho Nagpur oranges are sweet and bursting with juice. These are simple to peel and section.
Treat your taste buds with this mouth-watering fruit that is sweet and has a distinctive flavour.

Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2315/mango-orange-and-mint-smoothie/ 
As Season for Oranges is coming to an end, you may find some quality Issue. Our Quality teams are putting their efforts to give you the best of the available lot. If you still encounter any quality challenges, please do let us and we will give the necessary credit

Young, fresh and healthy tender coconuts are a pure, tasty and nutritious energy drink that keeps body hydrated round the clock. Tender coconut is the most refreshing drink and best to quench your thirst in the summer.
Tender coconut has antioxidant properties which help to protect the body from free radicals. It helps to lower blood pressure level, prevent kidney stone, and support heart health.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/

With greenish-black to smooth dark green surface, Fresho watermelons are globular in shape and are freshly picked for you directly from our farmers
The juicy, sweet and grainy textured flesh is filled with 12-14% of sugar content, making it a healthy alternative to sugary carbonated drinks. The flesh colour of these watermelons is pink to red with dark brown/black seeds.

Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1181/watermelon-mocktail/",Combo 5 Items,Combo  Items,Combo 5 Items,5,1,471.16,471.16," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1209669'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209669_1-fresho-apple-shimla-banana-robusta-orange-nagpur-tender-coconut-watermelon-small.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Apple: 
Apples are one of the healthiest fruits. Rich in vitamin C and dietary fibre which keep our digestive and immune system healthy. Protects from Alzheimers, type 2 diabetes and cancer.
It's a natural teeth whitener and prevent bad breath. Eating apple peel lowers the risk of obesity. Apple mask is an excellent cure for wrinkles

Banana:
One banana supplies 30 percent of the daily Vitamin B6 requirement and is rich in Vitamin C and potassium. It reduces the appetite and promotes weight loss. It is recommended for pregnant women and athletes. It also boosts the immune system and keeps bones strong.

Oranges:
Store them in a cool, dry place away from direct sunlight. No pulpy orange canned juice can match the fresh taste of Nagpur oranges. Bursting with freshly picked juiciness, these are perfect to serve to kids. We also like to toss sections into fruit salads.

Tender Coconut:
Store unshredded, fresh coconuts in the refrigerator for a maximum of 7 days. 
Coconut water is one of the most refreshing drinks around. One cup (240 ml) contains 46 calories, as well as
Carbohydrates: 9 grams
Fibre: 3 grams
Protein: 2 grams
Vitamin C: 10% of the RDI
Magnesium: 15% of the RDI
Manganese: 17% of the RDI
Potassium: 17% of the RDI
Sodium: 11% of the RDI
Calcium: 6% of the RDI

Watermelon:
Watermelons have excellent hydrating properties with 90% water content.
Rich in anti-oxidant flavonoids that protects against prostate, breast, colon, pancreatic and lung cancers. They are an excellent source of lycopene which protects skin against harmful UV rays. It is also a great source for A, C, B-complex vitamins, iron and fiber which boosts body metabolism.",-,"[{'EAN Code': '1209669'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'For For Queries/Feedback/Complaints, Contact our Customer Care Executive at': 'Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016  '}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Dry Copra/Coconut, 1 pc Approx. 100-125 gm","Dry Copra/Coconut is rich in dietary fibre and it helps in having a healthy heart.
It improves brain function, boosts the immune system, reduces anaemia and the risk of cancer.
Product image shown is for representation purpose only, actual product may vary based on season, production and availability.",1 pc Approx. 100-125 gm,pc - g,1 pc Approx. 100-125 gm,1,1,84.21,64," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40152633'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40152633_1-fresho-dry-copracoconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is fresh and with out any preservatives.
It is health and has many health benefits. 
Rich in fibre, high in calories and saturated fat.
It can be used in many different ways.",-,"[{'EAN Code': '40152633'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]",-,-,-,Coconut.
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pomelo - Peeled, 200 g","With a bright red pulp that is sweet, juicy and a moderate amount of seeds, Pomelos are round with green to yellow thick rind.
Fresho brings to you peeled pomelos that are easy to eat with no added preservatives.",200 g,g,200 g,1,1,105.26,80," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40083559'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40083559_2-fresho-pomelo-peeled.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Regular consumption of Pomelo fruit fights Urinary Tract Infection- a painful bacterial infection of the urinary system. Pomelos also help fight cancer and prevents many kinds of infections. It is good for heart, skin and hair health.",-,"[{'EAN Code': '40083559'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Raw Mango - Diced, 300 g","Raw mangoes are preferred for their sharply sour and slightly bitter flavour and are firm, oval or kidney bean shaped.
Fresho delivers at your doorstep freshly grated raw mangoes, making your preparations much easier and quicker because we value your time.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1038/green-mango-raita/",300 g,g,300 g,1,1,105.26,80," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['20006132'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_20006132_2-fresho-raw-mango-diced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Protects from the negative effects of heat and prevents dehydration.
Eases digestion.",-,"[{'EAN Code': '20006132'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut - Premium, 3 x 1 pc Multipack","Young, fresh, and healthy tender coconuts are a pure, tasty, and nutritious energy drink that keeps body hydrated round the clock. Tender coconut water is rich in vitamins, minerals, and electrolytes. Ideal for those who are recuperating from sickness as it helps in feeling refreshed. It can also be consumed on a regular basis by anyone for its immense health benefits.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",3 x 1 pc Multipack,pc Multipack,3 x 1 pc Multipack,3,1,203.73,154.83," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1222459 '],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_222459_1-fresho-tender-coconut-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut - Premium, 3 x 1 pc Multipack","Young, fresh, and healthy tender coconuts are a pure, tasty, and nutritious energy drink that keeps body hydrated round the clock. Tender coconut water is rich in vitamins, minerals, and electrolytes. Ideal for those who are recuperating from sickness as it helps in feeling refreshed. It can also be consumed on a regular basis by anyone for its immense health benefits.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",3 x 1 pc Multipack,pc Multipack,3 x 1 pc Multipack,3,1,203.73,154.83," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1222459'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_222459_1-fresho-tender-coconut-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut - Premium, 3 x 1 pc Multipack","Young, fresh, and healthy tender coconuts are a pure, tasty, and nutritious energy drink that keeps body hydrated round the clock. Tender coconut water is rich in vitamins, minerals, and electrolytes. Ideal for those who are recuperating from sickness as it helps in feeling refreshed. It can also be consumed on a regular basis by anyone for its immense health benefits.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",3 x 1 pc Multipack,pc Multipack,3 x 1 pc Multipack,3,1,203.73,154.83," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1222459'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_222459_1-fresho-tender-coconut-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut - Premium, 3 x 1 pc Multipack","Young, fresh, and healthy tender coconuts are a pure, tasty, and nutritious energy drink that keeps body hydrated round the clock. Tender coconut water is rich in vitamins, minerals, and electrolytes. Ideal for those who are recuperating from sickness as it helps in feeling refreshed. It can also be consumed on a regular basis by anyone for its immense health benefits.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",3 x 1 pc Multipack,pc Multipack,3 x 1 pc Multipack,3,1,203.73,154.83," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1222459'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_222459_1-fresho-tender-coconut-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI': '10015042002228'}, {'Country of Origin': 'India'}]","1222459 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut, 5 pcs (5 kg - 8 kg)","Young, fresh and healthy tender coconuts are a pure, tasty and nutritious energy drink that keeps body hydrated round the clock.
Tender coconut is the most refreshing drink and best to quench your thirst in the summer.
Tender coconut has antioxidant properties which help to protect the body from free radicals.
It helps to lower blood pressure level, prevent kidney stone, and support heart health.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",5 pcs (5 kg - 8 kg),pc - kg,5 pcs (5 kg - 8 kg),5,1,254.4,175," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1221868'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221868_1-fresho-tender-coconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coconuts are a source of quick energy and refreshment. They improve digestion and immune system health.
They also prevent heart diseases by increasing good cholesterol and protect cells from cancer and ageing as they contain Cytokinin.",-,"[{'EAN Code': '1221868'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': ''}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut, 5 pcs (5 kg - 8 kg)","Young, fresh and healthy tender coconuts are a pure, tasty and nutritious energy drink that keeps body hydrated round the clock.
Tender coconut is the most refreshing drink and best to quench your thirst in the summer.
Tender coconut has antioxidant properties which help to protect the body from free radicals.
It helps to lower blood pressure level, prevent kidney stone, and support heart health.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",5 pcs (5 kg - 8 kg),pc - kg,5 pcs (5 kg - 8 kg),5,1,254.4,175," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1221868'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221868_1-fresho-tender-coconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coconuts are a source of quick energy and refreshment. They improve digestion and immune system health.
They also prevent heart diseases by increasing good cholesterol and protect cells from cancer and ageing as they contain Cytokinin.",-,"[{'EAN Code': '1221868'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': ''}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Tender Coconut, 5 pcs (5 kg - 8 kg)","Young, fresh and healthy tender coconuts are a pure, tasty and nutritious energy drink that keeps body hydrated round the clock.
Tender coconut is the most refreshing drink and best to quench your thirst in the summer.
Tender coconut has antioxidant properties which help to protect the body from free radicals.
It helps to lower blood pressure level, prevent kidney stone, and support heart health.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/897/tender-coconut-souffle/",5 pcs (5 kg - 8 kg),pc - kg,5 pcs (5 kg - 8 kg),5,1,254.4,175," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1221868'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221868_1-fresho-tender-coconut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coconuts are a source of quick energy and refreshment. They improve digestion and immune system health.
They also prevent heart diseases by increasing good cholesterol and protect cells from cancer and ageing as they contain Cytokinin.",-,"[{'EAN Code': '1221868'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': ''}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Sugarcane - Diced, 200 g","A box of our uniformly diced fresho sugar cane can be snacked anytime!
The white flesh of sugarcanes with sharp fibres are chewy, juicy and sweet to taste.
Sugarcane juice is very refreshing in hot summers and is a coolent.",200 g,g,200 g,1,1,38.16,29," Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40018977'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40018977_9-fresho-sugarcane-diced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sugarcanes keep the body hydrated and gives instant energy. They are effective in fighting against cancer.
Sugar cane with lime juice and coconut water treats Urinary Tract Infections and other kidney disorders.
They protect against tooth decay, bad breath and clears acne.",-,"[{'EAN Code': '40018977'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
